	type	p	R0	infectious period	incubation time
26	FFNN		2.4588354	5.187188026912231	12.5153262415165
26	FFNN-subtrees		2.2984746388635764	4.927226081583788	12.092427339283793
27	CNN		1.8416622	6.80799091935947	9.787208451936891
27	CNN-subtrees		2.066532069731742	7.724933555025027	10.282391889379658
27	FFNN		1.8416622	6.80799091935947	9.787208451936891
27	real-subtrees	0.05227976387643	2.0105488787315795	8.23266690239892	9.85695683057168
27	FFNN-subtrees		2.0510754169161443	7.795710939743103	9.800995046802617
27	real	0.05227976387643	2.01054887873158	8.23266690239892	9.85695683057168
28	real-subtrees	0.611773575618017	2.9959329963935697	5.109194842728192	6.219286455499232
28	CNN		3.8949992999999994	4.603326505746709	9.892100476495802
28	FFNN		3.8949992999999994	4.603326505746709	9.892100476495802
28	CNN-subtrees		2.8998698859190886	5.00911713329143	5.987238155370451
28	FFNN-subtrees		2.9455125522681787	4.9128436754837	6.102571644643075
28	real	0.611773575618017	2.9959329963935697	5.109194842728191	6.219286455499231
29	FFNN		2.8424462999999998	7.795467745616451	32.1668939671663
29	CNN		2.8424462999999998	7.795467745616451	32.1668939671663
29	real	0.158022100106939	3.05616761536964	7.48664516109171	33.3288729984297
29	real-subtrees	0.158022100106939	3.0561676153696404	7.486645161091709	33.328872998429716
29	CNN-subtrees		2.961307026183285	7.77477071325013	30.512100077263252
29	FFNN-subtrees		2.976111545210044	7.677055641254539	30.662105935963282
30	CNN		1.5217358	1.30321187277778	5.24800559917354
30	CNN-subtrees		1.7465893085249742	1.4115734166029148	5.192439182675972
30	FFNN-subtrees		1.7797296450908078	1.3946098489086214	5.275056212337804
30	real-subtrees	0.600737301602517	1.72017666453168	1.3904637788918002	5.198780985185599
30	real	0.600737301602517	1.72017666453168	1.3904637788918	5.198780985185599
30	FFNN		1.5217358	1.30321187277778	5.24800559917354
31	FFNN-subtrees		4.404279815586954	3.2855670517826545	6.774704852310303
31	real-subtrees	0.8219365221323579	4.83352257416964	3.60292218047322	7.090688112857809
31	CNN		3.9803328999999996	2.97689795659171	7.29499150139358
31	real	0.8219365221323579	4.83352257416964	3.6029221804732203	7.090688112857809
31	FFNN		3.9803328999999996	2.97689795659171	7.29499150139358
31	CNN-subtrees		4.423894250188872	3.3613681955755297	6.785540849912813
32	real	0.08444202266268201	1.7399685310640298	1.7272479769518403	4.2394156550818805
32	CNN		1.68367	1.8317516557440001	4.01219981191388
32	real-subtrees	0.08444202266268201	1.7399685310640298	1.7272479769518403	4.2394156550818805
32	FFNN		1.68367	1.8317516557440001	4.01219981191388
32	CNN-subtrees		1.758358997907966	1.6554568701869177	4.2325173110124465
32	FFNN-subtrees		1.7559555050058508	1.6070020922947934	4.27450042053998
33	CNN-subtrees		3.2070487437950783	2.197953171490876	5.994730782942338
33	FFNN		3.6386453999999997	2.32078461968956	7.54508906920597
33	FFNN-subtrees		3.174522019180011	2.2641625977160422	5.757672411819984
33	real	0.223869740549289	3.1633138530102496	2.3009547883799	5.968402263527241
33	real-subtrees	0.223869740549289	3.1633138530102496	2.3009547883799	5.968402263527241
33	CNN		3.6386453999999997	2.32078461968956	7.54508906920597
34	FFNN		1.1435363	4.3511067884655	4.770696501869501
34	real-subtrees	0.9312733345931579	1.01487423149525	3.76321413276263	5.597792170849951
34	real	0.9312733345931579	1.01487423149525	3.76321413276263	5.59779217084995
34	CNN		1.1435363	4.3511067884655	4.770696501869501
34	FFNN-subtrees		1.040672586989741	3.8042549909803487	5.6812612176969965
34	CNN-subtrees		1.0530445927900756	3.746493097868532	5.5984391349953855
35	CNN		1.4963737	8.07907350880414	10.7222358993445
35	real-subtrees	0.350139560960445	1.4908359483727496	8.315267359097637	9.797076646017231
35	FFNN-subtrees		1.5035992435706678	8.073673452166362	9.800776586898069
35	CNN-subtrees		1.5022265739167067	8.187012878382149	9.826617489554552
35	FFNN		1.4963737	8.07907350880414	10.7222358993445
35	real	0.350139560960445	1.49083594837275	8.31526735909764	9.797076646017231
36	real-subtrees	0.344795403114044	3.931052592104471	8.881937125846449	19.120369433643894
36	CNN-subtrees		3.9301818872076906	8.536308626578345	18.89301954966508
36	FFNN-subtrees		3.820651850749536	8.587427324498654	18.11198461987388
36	real	0.344795403114044	3.93105259210447	8.881937125846449	19.120369433643898
36	FFNN		3.2360352999999997	7.22576731774296	16.3677725226176
36	CNN		3.2360352999999997	7.22576731774296	16.3677725226176
37	CNN		1.3732386	5.18245168284938	4.3799777332768794
37	FFNN		1.3732386	5.18245168284938	4.3799777332768794
37	real-subtrees	0.501978464893768	1.3742650754093502	5.0642598963171785	4.42532693694412
37	FFNN-subtrees		1.4071820956621304	5.260590742873667	4.005473830413272
37	CNN-subtrees		1.3986268263097263	5.248481608744355	4.097646117872543
37	real	0.501978464893768	1.3742650754093502	5.064259896317179	4.42532693694412
38	FFNN		2.5455105	4.38237106754862	18.3779596103218
38	real-subtrees	0.6273096415059279	3.0772736529224805	4.794757139493711	19.954658914195093
38	real	0.6273096415059279	3.07727365292248	4.79475713949371	19.9546589141951
38	FFNN-subtrees		3.1798934036693987	4.9737509073341135	19.273892075986204
38	CNN-subtrees		3.1195768438278724	4.976504047194879	19.232842698427024
38	CNN		2.5455105	4.38237106754862	18.3779596103218
39	real-subtrees	0.9395324424236692	1.5714632858544901	9.00104682996095	40.27839841651529
39	CNN		1.5504229999999999	9.11943242431342	37.1333097084846
39	FFNN-subtrees		1.592843918049614	9.349378748973397	39.02133839319419
39	FFNN		1.5504229999999999	9.11943242431342	37.1333097084846
39	CNN-subtrees		1.595420333092263	9.436460638424837	39.12247939708581
39	real	0.9395324424236691	1.5714632858544901	9.00104682996095	40.278398416515294
40	real	0.629964716453568	4.15494070501744	8.42586425725603	9.89966373192251
40	FFNN		3.8622763	6.59247856652714	11.952322053357802
40	CNN		3.8622763	6.59247856652714	11.952322053357802
40	CNN-subtrees		4.068046292413703	8.194899096377906	9.632726096622664
40	real-subtrees	0.629964716453568	4.154940705017442	8.42586425725603	9.899663731922507
40	FFNN-subtrees		4.0708213311697845	8.13073771806883	9.575166963524836
41	real-subtrees	0.063667672771548	4.06637523247667	1.2671220979304298	4.585213929314009
41	CNN		4.068155	1.1686697445046899	4.8017551355888
41	CNN-subtrees		3.807600467911663	1.2871822502550143	3.9582920759099647
41	FFNN		4.068155	1.1686697445046899	4.8017551355888
41	FFNN-subtrees		3.848628053762708	1.2118875366642794	4.1845948751533655
41	real	0.063667672771548	4.06637523247667	1.2671220979304298	4.585213929314009
42	CNN-subtrees		4.1276759072685785	1.5165041383432478	3.5747948349923266
42	real-subtrees	0.279079521428259	4.5466895597653405	1.5702340676128903	4.05503296613634
42	FFNN		4.3742166	1.5391203182832398	3.8652718833588797
42	real	0.279079521428259	4.5466895597653405	1.57023406761289	4.05503296613634
42	FFNN-subtrees		4.133036240015861	1.5101607689281866	3.6066678460618067
42	CNN		4.3742166	1.5391203182832398	3.8652718833588797
43	FFNN		4.1944594	8.72705209130087	40.473089708679
43	real	0.776957855461345	4.80629529834599	9.42142780554648	39.837718000581205
43	FFNN-subtrees		4.192490860698038	9.59371296180234	32.55092341107222
43	real-subtrees	0.776957855461345	4.80629529834599	9.42142780554648	39.837718000581205
43	CNN-subtrees		4.19170950374092	9.669114928184753	32.89875782389546
43	CNN		4.1944594	8.72705209130087	40.473089708679
44	CNN-subtrees		2.532987530870635	1.1690206181650509	0.9855230210076664
44	FFNN		2.4642124	1.3156327107819599	0.9351478430761999
44	real	0.8341353021594431	2.4445386604725297	1.17593932653749	0.983107476013022
44	FFNN-subtrees		2.513581875941828	1.1681067326259864	0.9614339287738146
44	real-subtrees	0.8341353021594431	2.444538660472529	1.17593932653749	0.983107476013022
44	CNN		2.4642124	1.3156327107819599	0.9351478430761999
45	real	0.09000617059791301	4.77510273876587	9.33148927935169	2.77326229778473
45	CNN-subtrees		4.34073249481348	7.282301951423216	3.3031929434638387
45	real-subtrees	0.09000617059791301	4.77510273876587	9.33148927935169	2.77326229778473
45	FFNN-subtrees		4.339374122803241	7.511918897365472	3.0650860526555945
45	FFNN		4.5448794	8.24668720452696	2.85068208693692
45	CNN		4.5448794	8.24668720452696	2.85068208693692
46	CNN		2.2066202	3.8974368286342798	1.7688614238324698
46	CNN-subtrees		2.251863452620252	3.7413992833083176	1.9422541748704296
46	FFNN-subtrees		2.208327791781376	3.8686031475155978	1.7390897422868776
46	real-subtrees	0.539501293138565	2.23886091636104	3.83566473414944	1.9657068090087304
46	real	0.539501293138565	2.2388609163610402	3.83566473414944	1.96570680900873
46	FFNN		2.2066202	3.8974368286342798	1.7688614238324698
47	CNN		2.2322992999999998	5.6008747901317895	5.374820631120759
47	CNN-subtrees		2.2473697396599333	5.491792607220557	4.8585250317150575
47	FFNN		2.2322992999999998	5.6008747901317895	5.374820631120759
47	real-subtrees	0.434385290645901	2.2227783085919106	5.752676712336661	4.61600262271279
47	FFNN-subtrees		2.2574762982480667	5.4806506801929915	4.812394474211738
47	real	0.434385290645901	2.22277830859191	5.752676712336661	4.61600262271279
48	CNN-subtrees		3.7730450275746317	4.484360073782796	15.912387994805147
48	CNN		3.3031059999999997	4.079384096644991	15.8828490987396
48	FFNN-subtrees		3.8413216070757055	4.523818827723657	15.97130227484847
48	real-subtrees	0.566260800361252	4.05565609960046	4.5977436986030105	17.3380303847144
48	real	0.566260800361252	4.05565609960046	4.59774369860301	17.3380303847144
48	FFNN		3.3031059999999997	4.079384096644991	15.8828490987396
49	real	0.257488166109756	1.38279094301121	8.25984993600249	22.0417235655544
49	FFNN-subtrees		1.3956715205253665	7.847975516075763	22.395806317342686
49	real-subtrees	0.257488166109756	1.3827909430112102	8.25984993600249	22.041723565554395
49	CNN-subtrees		1.384492897478208	8.38289631477859	21.76804310401059
49	CNN		1.4276857	8.45246784118263	21.6175109497271
49	FFNN		1.4276857	8.45246784118263	21.6175109497271
50	FFNN-subtrees		1.1947719413557654	1.8475821934943115	7.251051368750876
50	CNN		1.1521845	1.7808117184423402	8.10464147489408
50	CNN-subtrees		1.1957543364983552	1.8912249526807243	7.257842748849453
50	real	0.28866648045017795	1.19204012687899	1.8394465602146899	7.232320335316531
50	real-subtrees	0.28866648045017795	1.19204012687899	1.8394465602146897	7.2323203353165315
50	FFNN		1.1521845	1.7808117184423402	8.10464147489408
51	real	0.41069160617170297	2.9568373329385698	2.08831109833742	4.3321703692853
51	real-subtrees	0.41069160617170297	2.9568373329385698	2.08831109833742	4.3321703692853
51	FFNN-subtrees		3.1091928358106182	2.099935373284367	4.403363201613072
51	CNN		2.5568642999999995	1.80479178455336	3.9822265546548397
51	FFNN		2.5568642999999995	1.80479178455336	3.9822265546548397
51	CNN-subtrees		3.1108847642572655	2.0873650314825825	4.4411328504445535
52	real	0.06056769338979099	4.27641779593199	4.6382280649679295	6.33109710938554
52	real-subtrees	0.06056769338979099	4.276417795931991	4.6382280649679295	6.33109710938554
52	FFNN-subtrees		4.019513933368321	4.5727838429593985	5.480612678977411
52	FFNN		3.5558254999999996	3.95467599468553	6.066549621070269
52	CNN		3.5558254999999996	3.95467599468553	6.066549621070269
52	CNN-subtrees		4.0530667334640125	4.2738746195345705	6.05064006168575
53	CNN-subtrees		4.217251239038745	7.287145336013287	7.188661943867992
53	real	0.117591641176865	4.35271400703464	7.75783270825485	7.26935607694258
53	CNN		4.404443700000001	8.10279710626168	6.54215164714302
53	FFNN-subtrees		4.196859718118824	7.275772843059237	7.004053339121418
53	FFNN		4.404443700000001	8.10279710626168	6.54215164714302
53	real-subtrees	0.117591641176865	4.35271400703464	7.757832708254851	7.26935607694258
54	FFNN-subtrees		2.0608641802890686	6.867177357039457	11.53997728636154
54	CNN-subtrees		2.069953515228244	6.870355291303756	11.767146041880887
54	real	0.571322235379891	1.9749805222978702	6.95358021316218	11.2720391262409
54	FFNN		2.0303292	7.623170730005961	10.692307713349802
54	CNN		2.0303292	7.623170730005961	10.692307713349802
54	real-subtrees	0.571322235379891	1.9749805222978696	6.95358021316218	11.2720391262409
55	real	0.8474586090916709	4.43540423997807	1.97779544752107	3.84759677864091
55	FFNN-subtrees		4.311111513816846	1.8334022777107484	3.9377883223870542
55	FFNN		4.581233	2.2713081575580096	3.06932069219082
55	CNN-subtrees		4.3003307148321435	1.8727410056442333	3.8991579941347982
55	real-subtrees	0.8474586090916709	4.43540423997807	1.97779544752107	3.84759677864091
55	CNN		4.581233	2.2713081575580096	3.06932069219082
56	real	0.062079593115824006	1.54557110208534	8.4706660782534	19.2260019225785
56	CNN		1.570857	9.98634407375252	17.8337857885281
56	FFNN		1.570857	9.98634407375252	17.8337857885281
56	FFNN-subtrees		1.5675238199229928	7.77801987871558	20.022036351328087
56	real-subtrees	0.06207959311582401	1.5455711020853402	8.4706660782534	19.2260019225785
56	CNN-subtrees		1.559658771761601	8.154012153374904	19.483594053069886
57	CNN-subtrees		3.9923976087798976	4.952280299323219	7.687374394305083
57	FFNN		4.7057734	5.67937824174816	8.39132882222909
57	FFNN-subtrees		3.9519859375547575	4.916350547335997	7.718886653884133
57	CNN		4.7057734	5.67937824174816	8.39132882222909
57	real-subtrees	0.21952725295304398	4.05290603811312	5.1933479085512815	8.14385438762776
57	real	0.21952725295304398	4.05290603811312	5.193347908551281	8.14385438762776
58	CNN-subtrees		1.8222719023514935	4.2964369940730585	1.6001566481518643
58	CNN		1.6781735	4.54661412800267	1.23423095831505
58	real-subtrees	0.331334667592652	1.8210565986674905	5.1841243890638	1.09452613528114
58	FFNN		1.6781735	4.54661412800267	1.23423095831505
58	real	0.331334667592652	1.8210565986674898	5.1841243890638	1.09452613528114
58	FFNN-subtrees		1.8153007548546696	4.188778783649432	1.6116541153678472
59	FFNN-subtrees		3.50905991557242	1.9548015380166608	5.390302488665956
59	FFNN		3.0179534	1.9295654679469498	6.04992192638113
59	CNN		3.0179534	1.9295654679469498	6.04992192638113
59	real	0.63595888224514	3.33964334277251	1.9665781944921599	5.2546910677685394
59	real-subtrees	0.63595888224514	3.33964334277251	1.96657819449216	5.2546910677685394
59	CNN-subtrees		3.5197465618554973	1.9778143287388343	5.462294055646505
60	real-subtrees	0.880710646337615	1.7008125808656502	6.131473674946902	8.129917510361299
60	FFNN		1.61156	5.45566777604991	8.23105500223932
60	CNN-subtrees		1.7180670596796068	6.420120401442817	7.900217371589153
60	FFNN-subtrees		1.7051050593975576	6.18804343570911	8.055842875992605
60	CNN		1.61156	5.45566777604991	8.23105500223932
60	real	0.880710646337615	1.7008125808656498	6.131473674946901	8.129917510361299
61	FFNN-subtrees		4.094541907780738	4.648540426209756	14.187188446952824
61	CNN-subtrees		4.120043064676406	4.777544762099126	14.04805232630522
61	real	0.7442083574994129	4.175282116720529	4.756490698987291	14.2755218086949
61	real-subtrees	0.7442083574994129	4.175282116720529	4.756490698987292	14.2755218086949
61	FFNN		2.917541	4.730872756026121	7.805221222756081
61	CNN		2.917541	4.730872756026121	7.805221222756081
62	FFNN		3.8735592000000003	2.88483588914949	6.570948455594749
62	CNN-subtrees		3.3085750639908618	2.4972484558376853	6.352282834299523
62	CNN		3.8735592000000003	2.88483588914949	6.570948455594749
62	real-subtrees	0.137429473566679	3.11403048797976	2.55698851154331	5.9214301428623495
62	FFNN-subtrees		3.2619204323994038	2.4518054482898006	6.245673670166321
62	real	0.137429473566679	3.11403048797976	2.55698851154331	5.9214301428623495
63	FFNN		3.9848470000000002	10.4030644127602	33.516910740669
63	CNN-subtrees		4.0503033642958615	10.042350708592107	36.57011320209103
63	CNN		3.9848470000000002	10.4030644127602	33.516910740669
63	real-subtrees	0.07098842626741701	4.744737625961719	9.530627464458568	46.4074913934626
63	real	0.07098842626741701	4.7447376259617196	9.53062746445857	46.4074913934626
63	FFNN-subtrees		4.081704469281086	9.97765860360185	36.44030351720793
64	FFNN		1.1124698	6.48174707082335	24.8156111100482
64	CNN		1.1124698	6.48174707082335	24.8156111100482
64	real-subtrees	0.524067573402039	1.0708163130650403	5.4030220590378	26.517426896718693
64	real	0.524067573402039	1.07081631306504	5.4030220590377995	26.517426896718696
64	CNN-subtrees		1.0818134012612841	5.9344021714063295	26.02773723896041
64	FFNN-subtrees		1.0625350683520711	6.036771026240141	25.789647964568328
65	FFNN-subtrees		4.028539989499303	2.1002746620755026	1.811749740748136
65	real	0.7316640407464409	4.155766622055831	2.2182581502140803	1.8404330322631801
65	CNN		3.8335958	2.26149245740325	1.50591843191266
65	real-subtrees	0.7316640407464409	4.155766622055831	2.2182581502140803	1.84043303226318
65	FFNN		3.8335958	2.26149245740325	1.50591843191266
