	type	p	R0	SS transmission ratio	SS fraction	infectious period
14	FFNN (huge, subtrees)		4.316234896509616	7.891523307970124	0.1109757469063752	1.5836439006785827
14	FFNN (large)		4.5085296999999995	6.903115299999999	0.10105406	1.64290156266246
14	CNN (huge, subtrees)		4.299977324760124	7.824027765679033	0.11177440044814592	1.5803486485677225
14	real	0.39395107704374	4.69091099583	8.85366664386682	0.118599950921005	1.7449353898081599
15	FFNN (large)		4.583610500000001	5.220472	0.10391921	3.8400870012685098
15	real	0.199057637812149	4.55721578864157	5.3930226527064695	0.13070163337108	4.01077214044806
15	CNN (large)		4.583610500000001	5.220472	0.10391921	3.8400870012685098
15	real-subtrees	0.199057637812149	4.55721578864157	5.3930226527064695	0.13070163337108	4.01077214044806
15	CNN (huge, subtrees)		4.223754693886503	5.576645469766022	0.10094334221237954	3.731289200712432
15	FFNN (huge, subtrees)		4.317207738584412	5.729754117818979	0.10231832707903343	3.816334327794728
16	CNN (huge, subtrees)		3.40577602113346	7.689367623279848	0.10154979152630128	3.7205256660115458
16	CNN (large)		3.9027220000000002	8.79495	0.07926828	4.32327501644669
16	FFNN (large)		3.9027220000000002	8.79495	0.07926828	4.32327501644669
16	real-subtrees	0.20115537022704397	3.3792461194683208	7.58741490743356	0.08831668286533799	3.6677631305888494
16	FFNN (huge, subtrees)		3.3966906402636448	7.789907182619129	0.08939687686489989	3.717815071832783
16	real	0.20115537022704397	3.37924611946832	7.58741490743356	0.088316682865338	3.6677631305888503
17	real	0.7028525340141579	1.37316949441976	7.81693191750988	0.08958738627331199	6.80913770444925
17	CNN (large)		1.4941633	6.2257524	0.11417726	6.955109856390379
17	real-subtrees	0.7028525340141579	1.37316949441976	7.81693191750988	0.08958738627331199	6.809137704449251
17	FFNN (huge, subtrees)		1.3793502793391363	7.547212415383623	0.09479737636959044	6.741726670313394
17	CNN (huge, subtrees)		1.4003331908232854	7.685520973507184	0.09906649663388477	6.8885919799779805
17	FFNN (large)		1.4941633	6.2257524	0.11417726	6.955109856390379
18	real	0.21438929604513499	1.98850107714524	5.45224480261265	0.081250009878902	3.8468127394305496
18	CNN (huge, subtrees)		2.1362190617208165	5.161925496973863	0.10438059547522058	4.09153145781981
18	CNN (large)		1.8306699	5.953167	0.13664344	3.6244808997148596
18	FFNN (huge, subtrees)		2.140108538399979	5.207578030964402	0.1002676103437306	4.0971368747984735
18	FFNN (large)		1.8306699	5.953167	0.13664344	3.6244808997148596
18	real-subtrees	0.21438929604513499	1.98850107714524	5.45224480261265	0.081250009878902	3.8468127394305496
19	real	0.45888740102753706	2.6204935890626	7.871821714025639	0.18717849216727997	3.7287256560400004
19	CNN (large)		2.225988	6.4738135	0.1448845	3.42193122239799
19	FFNN (huge, subtrees)		2.5386293062487852	7.4471513073531375	0.14237713072518082	3.5629324109334286
19	real-subtrees	0.45888740102753706	2.6204935890626	7.871821714025638	0.18717849216727997	3.7287256560400004
19	FFNN (large)		2.225988	6.4738135	0.1448845	3.42193122239799
19	CNN (huge, subtrees)		2.555184658446485	7.288048974034048	0.14761896310205874	3.576576246526641
20	real	0.6205353534473249	1.1983312069614098	4.08347110548798	0.10290671176789301	9.55316854711653
20	CNN (large)		1.2369288	5.393619999999999	0.11112434	9.88173734677428
20	CNN (huge, subtrees)		1.2363360781018828	4.263384358199212	0.10144691235021018	9.830158850467882
20	FFNN (large)		1.2369288	5.393619999999999	0.11112434	9.88173734677428
20	FFNN (huge, subtrees)		1.2351460985358234	4.185195331375245	0.09102118312982466	9.739510398399364
20	real-subtrees	0.6205353534473249	1.1983312069614098	4.08347110548798	0.102906711767893	9.55316854711653
21	FFNN (large)		3.6260103999999997	7.1996455	0.11193073	7.8081184513516995
21	real-subtrees	0.47791620180899	3.9444310573991097	7.301578560251992	0.11046244766344497	8.340092968542729
21	CNN (large)		3.6260103999999997	7.1996455	0.11193073	7.8081184513516995
21	CNN (huge, subtrees)		3.9556151706444846	7.067424912827492	0.11513684150151407	8.05092225907816
21	real	0.47791620180899	3.9444310573991097	7.301578560251991	0.11046244766344501	8.34009296854273
21	FFNN (huge, subtrees)		3.979090668881113	7.1096333544037	0.10557861774889174	8.09911596341996
22	real-subtrees	0.091365841239074	3.0431277222339204	5.381041615744211	0.097661058535367	1.82898063360519
22	real	0.091365841239074	3.04312772223392	5.381041615744211	0.097661058535367	1.82898063360519
22	CNN (huge, subtrees)		3.2202249534936787	5.853373064846719	0.11299484062576474	1.9338212354937692
22	FFNN (large)		4.0331410000000005	6.3425827	0.09467232	2.61915259349806
22	CNN (large)		4.0331410000000005	6.3425827	0.09467232	2.61915259349806
22	FFNN (huge, subtrees)		3.2856901760939	5.832510906101527	0.10413463498934754	1.9531998338802419
23	real	0.317622678123324	2.79379090079521	4.42919146372262	0.084001986729897	2.2900383780428597
23	FFNN (large)		3.3596582	3.6598968999999997	0.082496494	2.64423761106468
23	CNN (huge, subtrees)		2.958014183836386	4.637750419973941	0.1012516832108054	2.433552937309641
23	real-subtrees	0.317622678123324	2.79379090079521	4.42919146372262	0.084001986729897	2.29003837804286
23	FFNN (huge, subtrees)		2.9820865246660886	4.50001175131284	0.09862164588185643	2.4389729858786278
23	CNN (large)		3.3596582	3.6598968999999997	0.082496494	2.64423761106468
24	FFNN (large)		2.0611196	6.5765357	0.16152698	2.93267377610163
24	real-subtrees	0.814489863390116	2.0354736346771896	5.198781117182451	0.126137778607465	2.70728122668598
24	CNN (large)		2.0611196	6.5765357	0.16152698	2.93267377610163
24	real	0.814489863390116	2.03547363467719	5.198781117182451	0.126137778607465	2.70728122668598
24	FFNN (huge, subtrees)		2.1016090776330683	5.351392758174608	0.11768284476572467	2.751130920276847
24	CNN (huge, subtrees)		2.1302799736556186	5.33463448739821	0.11924716995608425	2.750091291909577
25	CNN (large)		1.4288610000000002	7.024396	0.08004746	1.78749008104541
25	FFNN (huge, subtrees)		1.4520230325698849	6.14646768951416	0.12936607789822988	1.8254223009381976
25	real-subtrees	0.17336250697437902	1.41791538554536	5.758736147880391	0.15756691941681406	1.8130874476380199
25	CNN (huge, subtrees)		1.4518909108025684	6.2663911262512215	0.12450230332783292	1.834649933624268
25	FFNN (large)		1.4288610000000002	7.024396	0.08004746	1.78749008104541
25	real	0.17336250697437902	1.4179153855453601	5.75873614788039	0.157566919416814	1.8130874476380199
26	CNN (large)		2.101948	3.7570791	0.07926625	7.610711566324969
26	real-subtrees	0.928608234139283	2.03380357358174	4.191314528067871	0.057129141087024	7.728637575172812
26	CNN (huge, subtrees)		2.2341083613916504	4.059855601240024	0.08349519819290686	8.038765603594928
26	real	0.928608234139283	2.03380357358174	4.1913145280678705	0.057129141087024	7.72863757517281
26	FFNN (large)		2.101948	3.7570791	0.07926625	7.610711566324969
26	FFNN (huge, subtrees)		2.2795509570330434	3.9499328797807753	0.07611863563413214	8.164669280974817
27	CNN (large)		1.3952211	4.0538383	0.08013731	3.78159940293343
27	CNN (huge, subtrees)		1.2441018322205868	4.22366488536856	0.09222374357092587	3.8500961280973844
27	FFNN (large)		1.3952211	4.0538383	0.08013731	3.78159940293343
27	real	0.40810159128264395	1.27290420295944	3.73274211740577	0.09911085890946	3.78495393118026
27	FFNN (huge, subtrees)		1.2454052312033521	3.9033959430814864	0.08504497602659335	3.828933404468844
27	real-subtrees	0.40810159128264395	1.2729042029594402	3.7327421174057696	0.09911085890946	3.78495393118026
28	real	0.729681085771673	2.03468700299685	7.793218731569341	0.06566127174561401	8.39001793696708
28	CNN (large)		2.3141847	6.617291499999999	0.07249257	8.421892151109361
28	FFNN (large)		2.3141847	6.617291499999999	0.07249257	8.421892151109361
28	CNN (huge, subtrees)		2.033013202051336	7.0783064918246446	0.08504894795604848	8.56682196978865
28	FFNN (huge, subtrees)		2.0338957791020214	7.078394328517718	0.08140039580957226	8.511856486972743
28	real-subtrees	0.729681085771673	2.03468700299685	7.793218731569339	0.06566127174561401	8.39001793696708
29	FFNN (large)		1.983832	3.7330012000000004	0.06786597	2.7609160741823597
29	CNN (large)		1.983832	3.7330012000000004	0.06786597	2.7609160741823597
29	real-subtrees	0.9336823043418578	1.9330143527100705	4.26810892674345	0.12738155900031098	2.8243193489717
29	real	0.9336823043418578	1.93301435271007	4.26810892674345	0.12738155900031098	2.8243193489717
29	CNN (huge, subtrees)		2.027521597844752	4.494876405040613	0.11327797437303565	2.888013701195542
29	FFNN (huge, subtrees)		2.059516021091212	4.548308214882724	0.10582276069851773	2.959348577707768
30	CNN (large)		3.7671837999999997	8.497809	0.14937246	9.954170969454688
30	CNN (huge, subtrees)		3.907737937756738	7.0123098350661905	0.12661144486228673	9.933469554202588
30	FFNN (huge, subtrees)		3.9931587950088576	7.0135729721355355	0.12211054235966334	10.133944526101834
30	real	0.288395892547558	3.74574874495731	6.886147498515821	0.151450141971987	9.706436848296269
30	real-subtrees	0.288395892547558	3.74574874495731	6.886147498515822	0.151450141971987	9.706436848296269
30	FFNN (large)		3.7671837999999997	8.497809	0.14937246	9.954170969454688
31	FFNN (huge, subtrees)		2.590166388049806	5.975855326210654	0.13845233459154702	2.7303267903139665
31	real	0.255716907946748	2.61405850477718	5.99739297880047	0.18776417793994002	2.7815753763808
31	CNN (large)		2.3365172999999997	6.54051	0.1649948	2.57923103943451
31	real-subtrees	0.255716907946748	2.61405850477718	5.99739297880047	0.18776417793994	2.7815753763808
31	FFNN (large)		2.3365172999999997	6.54051	0.1649948	2.57923103943451
31	CNN (huge, subtrees)		2.5831191540917118	6.008918400563894	0.13591168640026827	2.703799742061606
32	real-subtrees	0.5268332639358689	3.8824566468341803	5.501144382347221	0.19115738391692802	2.31252565808202
32	CNN (large)		3.5526152	6.306879	0.11899027	2.22625590584517
32	real	0.5268332639358689	3.8824566468341803	5.501144382347221	0.19115738391692802	2.31252565808202
32	FFNN (large)		3.5526152	6.306879	0.11899027	2.22625590584517
32	CNN (huge, subtrees)		3.9983077415162898	5.906392965947095	0.14987957003492308	2.3622884335938097
32	FFNN (huge, subtrees)		4.031044389304161	5.779900447569113	0.1504116471094525	2.386969668683586
33	CNN (huge, subtrees)		3.222700510794382	6.271359531194409	0.0914286222884221	4.807372815759146
33	FFNN (large)		3.5388608	7.609146000000001	0.11559304599999999	5.34265136298915
33	FFNN (huge, subtrees)		3.2077038153376014	6.576894712715544	0.07938573081962401	4.755564143783168
33	real-subtrees	0.6675797849745689	3.0174211807172298	6.6832556697821	0.06675077217284599	4.56336728167284
33	real	0.6675797849745689	3.0174211807172298	6.6832556697821	0.06675077217284599	4.56336728167284
33	CNN (large)		3.5388608	7.609146000000001	0.11559304599999999	5.34265136298915
34	FFNN (large)		2.2341816000000003	4.739596	0.14209720000000003	9.57279194488006
34	real	0.7725724158879259	1.96292293769294	3.5102774938104906	0.168991557048768	8.480048720668089
34	real-subtrees	0.7725724158879259	1.96292293769294	3.5102774938104906	0.168991557048768	8.480048720668089
34	CNN (large)		2.2341816000000003	4.739596	0.14209720000000003	9.57279194488006
34	FFNN (huge, subtrees)		2.124676498622509	3.997339317330229	0.10840990056858338	9.035937234840036
34	CNN (huge, subtrees)		2.0896483939718813	4.191182443744617	0.11088042541538654	8.94608811155908
35	CNN (large)		2.9899607000000006	3.6212419999999996	0.097307295	5.96675907184618
35	real	0.268306759418787	3.12316189903225	4.0947869088009305	0.157419569214806	6.46877336287341
35	FFNN (huge, subtrees)		3.4192134018666436	4.118244186456148	0.1199677997271168	6.938580949748465
35	CNN (huge, subtrees)		3.3916412014874093	4.2690604686737075	0.1298015674396221	6.905254533832442
35	FFNN (large)		2.9899607000000006	3.6212419999999996	0.097307295	5.96675907184618
35	real-subtrees	0.268306759418787	3.1231618990322505	4.0947869088009305	0.15741956921480602	6.46877336287341
36	real	0.7358167579898159	4.467284897444981	9.98052557349658	0.10057092656131301	5.4287478969718
36	CNN (huge, subtrees)		4.254932708524839	8.854581492209276	0.118383316915138	5.006020727397166
36	FFNN (huge, subtrees)		4.273378266417835	9.041470591388393	0.11548918426400866	5.053458786142618
36	real-subtrees	0.7358167579898159	4.467284897444978	9.98052557349658	0.100570926561313	5.4287478969718
36	FFNN (large)		4.6318264000000005	8.432125	0.12012288	5.15322822489111
36	CNN (large)		4.6318264000000005	8.432125	0.12012288	5.15322822489111
37	CNN (large)		2.6961812999999997	4.0697019999999995	0.09025097	6.88529659562127
37	FFNN (large)		2.6961812999999997	4.0697019999999995	0.09025097	6.88529659562127
37	real	0.609308005183699	2.40092709909084	3.8096335482972203	0.091959107885679	6.030870755799319
37	FFNN (huge, subtrees)		2.571418250867172	4.163146415732307	0.08919141174813135	6.345167982328102
37	CNN (huge, subtrees)		2.5354549392119665	4.1869455336050985	0.09727626916937683	6.273964730993698
37	real-subtrees	0.609308005183699	2.40092709909084	3.8096335482972203	0.091959107885679	6.030870755799319
38	FFNN (large)		2.3912772999999996	8.260895	0.15711182	1.30490403791038
38	real	0.22060499154179397	2.3489324918661802	7.27600936397112	0.14463687324744298	1.32976894597154
38	real-subtrees	0.22060499154179397	2.34893249186618	7.27600936397112	0.14463687324744298	1.32976894597154
38	FFNN (huge, subtrees)		2.4428200624605427	7.283180232348182	0.12551208528433733	1.3498288952034248
38	CNN (huge, subtrees)		2.4284344708319714	7.077833291153044	0.12782043735858112	1.336879409289598
38	CNN (large)		2.3912772999999996	8.260895	0.15711182	1.30490403791038
39	real	0.812305308124785	2.00158284659139	7.09479376307817	0.193084929191563	5.890982397325031
39	CNN (large)		2.090262	6.846367	0.115320325	6.428936712658969
39	FFNN (huge, subtrees)		2.00798029497884	6.950316610758648	0.14284743163540306	5.945433117955598
39	FFNN (large)		2.090262	6.846367	0.115320325	6.428936712658969
39	CNN (huge, subtrees)		2.0451243916793342	6.8688878630159715	0.15215149251414667	6.0003277451429495
39	real-subtrees	0.812305308124785	2.00158284659139	7.09479376307817	0.193084929191563	5.890982397325032
40	real-subtrees	0.400146188691924	4.04924911943438	7.15030422630158	0.15253950734001098	1.5498106501424598
40	FFNN (large)		3.6055374	5.9520955	0.12271923	1.38848512253938
40	CNN (large)		3.6055374	5.9520955	0.12271923	1.38848512253938
40	CNN (huge, subtrees)		3.9447498413532887	7.3697350051940544	0.13431703267223485	1.5113879566135753
40	real	0.400146188691924	4.04924911943438	7.15030422630158	0.15253950734001098	1.5498106501424598
40	FFNN (huge, subtrees)		4.008707468620074	7.526396756143186	0.1306822487075575	1.5348447905287106
41	real	0.8493613699872091	4.01485491403103	4.37408621465075	0.116753207536254	7.78383811944723
41	CNN (large)		3.1456098999999997	3.9210934999999996	0.08694324	6.39542960832883
41	CNN (huge, subtrees)		3.9680103336716743	4.35394793683356	0.10912393677038153	7.684363805723714
41	FFNN (large)		3.1456098999999997	3.9210934999999996	0.08694324	6.39542960832883
41	FFNN (huge, subtrees)		3.9920016684047472	4.244575925449748	0.10069186185783408	7.671701593582448
41	real-subtrees	0.8493613699872091	4.014854914031028	4.37408621465075	0.116753207536254	7.783838119447229
42	CNN (huge, subtrees)		1.0638115511967037	5.616139606281672	0.0991249646576534	4.08604777714686
42	real	0.61061237965055	1.0093899653859202	5.097036795640849	0.119660888529438	3.9361414784238304
42	FFNN (large)		1.0672169	4.98566	0.12645309999999998	3.90361794053879
42	real-subtrees	0.61061237965055	1.0093899653859202	5.097036795640849	0.119660888529438	3.9361414784238304
42	FFNN (huge, subtrees)		1.062748533166544	5.225630055778863	0.09360713125189044	4.024906810492737
42	CNN (large)		1.0672169	4.98566	0.12645309999999998	3.90361794053879
43	FFNN (large)		3.1514306	8.818663	0.16033301	8.23472629030557
43	real-subtrees	0.207951695077553	3.79904695387494	9.206928998826381	0.191476863667498	9.278141507488801
43	FFNN (huge, subtrees)		3.64033366888633	7.450548860141763	0.14353827553509466	8.663705751903835
43	real	0.207951695077553	3.7990469538749396	9.206928998826381	0.191476863667498	9.278141507488801
43	CNN (huge, subtrees)		3.651007340814116	7.501581132037454	0.14334842910008194	8.627909707218258
43	CNN (large)		3.1514306	8.818663	0.16033301	8.23472629030557
44	CNN (huge, subtrees)		1.6981729824495533	6.97591103378901	0.14310853033492255	2.8820270830496195
44	FFNN (large)		1.7326891	8.242149000000001	0.15138933	3.1466609155560694
44	real-subtrees	0.453220652195595	1.6888448872604898	6.666289758137769	0.168866566890253	2.8351281849347902
44	FFNN (huge, subtrees)		1.686007713536536	6.697421884797058	0.14778092692324424	2.874501940640564
44	real	0.453220652195595	1.68884488726049	6.666289758137769	0.168866566890253	2.8351281849347902
44	CNN (large)		1.7326891	8.242149000000001	0.15138933	3.1466609155560694
45	real-subtrees	0.990844714621218	2.16640918874277	8.472412350027211	0.134945923945783	7.8062422053738585
45	CNN (huge, subtrees)		2.1699010101284117	8.228031632783868	0.13293977075163615	7.673732199270718
45	real	0.990844714621218	2.16640918874277	8.47241235002721	0.134945923945783	7.80624220537386
45	FFNN (huge, subtrees)		2.1665403221152686	8.253485876208785	0.12173846047394166	7.698697145834428
45	FFNN (large)		1.8524425	6.8224100000000005	0.14940515	7.338925948890849
45	CNN (large)		1.8524425	6.8224100000000005	0.14940515	7.338925948890849
46	CNN (large)		2.5703240000000003	4.308797	0.11422813	1.56025358801487
46	CNN (huge, subtrees)		3.6339417990475047	4.196558314786346	0.11457086115779096	1.890265680770588
46	FFNN (huge, subtrees)		3.691363560012439	4.106276514711727	0.09984169104336214	1.9046231817697672
46	real	0.7704627433127941	3.3989855511069	3.85862311387208	0.11897472255715501	1.81498267756794
46	real-subtrees	0.7704627433127941	3.3989855511069003	3.85862311387208	0.118974722557155	1.81498267756794
46	FFNN (large)		2.5703240000000003	4.308797	0.11422813	1.56025358801487
47	CNN (large)		4.320631	6.60054	0.08138382400000001	5.83883334302341
47	CNN (huge, subtrees)		4.384283660314551	4.861428698578383	0.11880538287689665	5.638901238380357
47	FFNN (large)		4.320631	6.60054	0.08138382400000001	5.83883334302341
47	real	0.686890910810614	4.89741432381816	5.22466980919591	0.12694725055200598	6.30835367360168
47	FFNN (huge, subtrees)		4.452282254159925	4.872671361939075	0.09724483688810023	5.63681645776559
47	real-subtrees	0.686890910810614	4.89741432381816	5.22466980919591	0.12694725055200598	6.3083536736016805
48	CNN (huge, subtrees)		1.7635083151899358	8.57959080178087	0.15729664785248354	9.723523301721503
48	CNN (large)		1.3820566	9.244301	0.15882453	9.10139210717457
48	FFNN (huge, subtrees)		1.7072987116897669	8.59567408330727	0.14858296582142333	9.681868798772623
48	real	0.9834083077941559	1.67869353629769	9.66639682134522	0.16842976776753898	9.75031275519517
48	real-subtrees	0.9834083077941559	1.67869353629769	9.66639682134522	0.16842976776753898	9.75031275519517
48	FFNN (large)		1.3820566	9.244301	0.15882453	9.10139210717457
49	real-subtrees	0.24990930046052803	2.2030289369456195	6.050206739614831	0.09410911896154997	8.24592677410613
49	FFNN (huge, subtrees)		2.3027226154337432	6.5522323512294145	0.10780074791935307	8.602972364888151
49	real	0.24990930046052803	2.20302893694562	6.05020673961483	0.09410911896155	8.24592677410613
49	CNN (huge, subtrees)		2.31454453099113	6.647497241559359	0.11306412681415445	8.604569730722607
49	CNN (large)		1.9324085	5.4036669999999996	0.13945383	7.485753328496981
49	FFNN (large)		1.9324085	5.4036669999999996	0.13945383	7.485753328496981
50	FFNN (huge, subtrees)		3.7804646945427103	6.750905525780369	0.15055652973395753	8.369846584952382
50	CNN (large)		2.8187523	8.512627	0.14026743	6.69785288944781
50	CNN (huge, subtrees)		3.801294808203166	7.010457125599585	0.14846027232309722	8.406123699166924
50	real-subtrees	0.175564353776006	3.75188545295563	9.14620065494749	0.198197870002468	8.80563153239034
50	real	0.175564353776006	3.75188545295563	9.14620065494749	0.198197870002468	8.80563153239034
50	FFNN (large)		2.8187523	8.512627	0.14026743	6.69785288944781
51	real-subtrees	0.865633677287619	3.41964725641773	5.657429434034361	0.05963662657409501	4.1637588683145585
51	real	0.865633677287619	3.41964725641773	5.657429434034361	0.059636626574095006	4.16375886831456
51	FFNN (huge, subtrees)		3.6369056346095294	5.132495964791033	0.08405328452748932	4.351837231743162
51	CNN (large)		4.1410065000000005	6.325289700000001	0.09122965	5.12941413750372
