	type	p	R0	infectious period
35	CNN-CBLV (predict large trees, trained on large trees)		3.100858	1.95263455882553
35	FFNN-SS (predict huge trees, trained on large trees)		3.6655368999999998	3.55045090212978
35	CNN-CBLV (predict huge trees, subtree-based)		3.0421524308661194	1.988616237062854
35	FFNN-SS (predict huge trees, subtree-based)		3.053623631014775	1.9932000162677224
36	real	0.5950193701821059	4.63695326824049	9.96299159236124
36	FFNN-SS (predict huge trees, trained on large trees)		6.099422	12.8178389689423
36	FFNN-SS (predict huge trees, subtree-based)		4.322918988848197	9.33406488511169
36	CNN-CBLV (predict huge trees, subtree-based)		4.3012663724121545	9.382159016618454
36	CNN-CBLV (predict large trees, trained on large trees)		4.499013	9.73413721428819
37	FFNN-SS (predict huge trees, subtree-based)		2.9033668627151914	9.933122636004803
37	real	0.9884062423192629	2.8823543038636696	9.84374222422125
37	CNN-CBLV (predict huge trees, subtree-based)		2.9321027701334192	9.940228947378843
37	FFNN-SS (predict huge trees, trained on large trees)		1.7104808	14.3444478627004
37	CNN-CBLV (predict large trees, trained on large trees)		2.7984006	9.52176892428386
38	real	0.04400101102247	2.04017065552861	9.19913960211095
38	CNN-CBLV (predict huge trees, subtree-based)		2.0524703984151973	9.255723189640713
38	CNN-CBLV (predict large trees, trained on large trees)		2.0028048	8.91202527813169
38	FFNN-SS (predict huge trees, trained on large trees)		5.4094940000000005	46.769574560633004
38	FFNN-SS (predict huge trees, subtree-based)		2.0771714703293283	9.220315585239867
39	CNN-CBLV (predict large trees, trained on large trees)		4.5726322999999995	8.81783156519598
39	CNN-CBLV (predict huge trees, subtree-based)		4.006841104225169	7.743847192546826
39	FFNN-SS (predict huge trees, trained on large trees)		4.1499667	9.305079654950449
39	FFNN-SS (predict huge trees, subtree-based)		4.009705438512136	7.766253387614736
39	real	0.863561901391721	4.1304698144791505	7.93967083466437
40	CNN-CBLV (predict large trees, trained on large trees)		1.7933495	2.8279546240697098
40	FFNN-SS (predict huge trees, trained on large trees)		1.1827683	4.9597411602714905
40	real	0.753474302096826	2.12202591602842	3.33218678931785
40	CNN-CBLV (predict huge trees, subtree-based)		2.19839214463751	3.4569304840444115
40	FFNN-SS (predict huge trees, subtree-based)		2.1837266388105787	3.4457530935566627
41	CNN-CBLV (predict large trees, trained on large trees)		1.0978105	7.49732798023768
41	real	0.06516126714282901	1.10806423481873	8.1662771234884
41	CNN-CBLV (predict huge trees, subtree-based)		1.1078200083767418	7.8268683196231965
41	FFNN-SS (predict huge trees, subtree-based)		1.1079362636233685	8.1664892291352
41	FFNN-SS (predict huge trees, trained on large trees)		2.7292294999999998	4.36814293329628
42	CNN-CBLV (predict large trees, trained on large trees)		2.359955	6.786343175887129
42	CNN-CBLV (predict huge trees, subtree-based)		2.2778298899229728	6.293162220402768
42	FFNN-SS (predict huge trees, subtree-based)		2.2877684885030174	6.3220022423547295
42	real	0.211997764519563	2.2562468981675496	6.24800167369021
42	FFNN-SS (predict huge trees, trained on large trees)		3.5616007000000005	17.1793694334751
43	FFNN-SS (predict huge trees, trained on large trees)		10.548459	11.476142439275801
43	CNN-CBLV (predict large trees, trained on large trees)		4.569758	5.44052966143991
43	real	0.479094450152141	4.9780394663245895	5.87064714896286
43	FFNN-SS (predict huge trees, subtree-based)		4.539844269592134	5.408121585012231
43	CNN-CBLV (predict huge trees, subtree-based)		4.519463634853879	5.423052748645097
44	CNN-CBLV (predict huge trees, subtree-based)		4.0549942951060896	5.986672878667368
44	real	0.17328976513529099	4.00145497590047	5.953855336719481
44	CNN-CBLV (predict large trees, trained on large trees)		4.502585400000001	6.59993502042699
44	FFNN-SS (predict huge trees, trained on large trees)		5.9507504	12.5698331761625
44	FFNN-SS (predict huge trees, subtree-based)		4.077802483136246	5.985475268176629
45	FFNN-SS (predict huge trees, trained on large trees)		5.7136035000000005	4.24229060674334
45	FFNN-SS (predict huge trees, subtree-based)		4.043733523916941	1.520928964335672
45	real	0.081986555226558	3.98201582338503	1.51143362830195
45	CNN-CBLV (predict large trees, trained on large trees)		4.3016176	1.57726586160629
45	CNN-CBLV (predict huge trees, subtree-based)		3.9440822246445713	1.505642121010826
46	FFNN-SS (predict huge trees, subtree-based)		2.6051263420045743	9.856914648670177
46	CNN-CBLV (predict large trees, trained on large trees)		2.520416	9.68546165192807
46	CNN-CBLV (predict huge trees, subtree-based)		2.5720132919612766	9.781278592819776
46	real	0.072078619664074	2.57869919360427	9.89757238075924
46	FFNN-SS (predict huge trees, trained on large trees)		5.80359	37.3072701848433
47	FFNN-SS (predict huge trees, subtree-based)		1.970105730478828	3.01401987051189
47	CNN-CBLV (predict large trees, trained on large trees)		1.9088538000000002	2.89736514625615
47	CNN-CBLV (predict huge trees, subtree-based)		1.954641801474814	3.015529858342893
47	real	0.053541740290251	1.9124012724232302	2.9342853233323996
47	FFNN-SS (predict huge trees, trained on large trees)		6.940303999999999	20.5774703882497
48	CNN-CBLV (predict large trees, trained on large trees)		1.4414117	4.12372242478275
48	CNN-CBLV (predict huge trees, subtree-based)		1.3468331869023598	4.033918704617623
48	real	0.13028615623280498	1.3517858668854699	4.1329878544006
48	FFNN-SS (predict huge trees, trained on large trees)		1.2857471999999999	7.97969141670932
48	FFNN-SS (predict huge trees, subtree-based)		1.3563158626647325	4.147139087281124
49	CNN-CBLV (predict huge trees, subtree-based)		3.030840672682882	4.339800777230619
49	FFNN-SS (predict huge trees, subtree-based)		3.0436037847082265	4.3589480108979775
49	FFNN-SS (predict huge trees, trained on large trees)		3.186036	5.87749918284964
49	real	0.668530048727303	3.00960098167794	4.29309911441693
49	CNN-CBLV (predict large trees, trained on large trees)		2.9087732	4.18376586667845
50	FFNN-SS (predict huge trees, trained on large trees)		5.973534	4.07962472214635
50	CNN-CBLV (predict large trees, trained on large trees)		4.4147596	2.8059081985597794
50	CNN-CBLV (predict huge trees, subtree-based)		4.406124405919537	2.613283553325559
50	real	0.9803024091110559	4.8569023922312695	2.8300087827524303
50	FFNN-SS (predict huge trees, subtree-based)		4.410818149528327	2.614490061278504
51	real	0.45708651425357605	3.36348356989246	8.118682583744759
51	FFNN-SS (predict huge trees, trained on large trees)		4.774696	14.0203229532973
51	CNN-CBLV (predict large trees, trained on large trees)		4.01243	9.4134191001383
51	FFNN-SS (predict huge trees, subtree-based)		3.3974935938264714	8.192665107970669
51	CNN-CBLV (predict huge trees, subtree-based)		3.4087105451343223	8.247535033760784
52	CNN-CBLV (predict large trees, trained on large trees)		2.3076717999999996	8.26487658299983
52	CNN-CBLV (predict huge trees, subtree-based)		2.223215227668808	8.273882636856454
52	real	0.771917657113499	2.18727273923006	8.18802851609361
52	FFNN-SS (predict huge trees, trained on large trees)		1.2305087	12.078574143568401
52	FFNN-SS (predict huge trees, subtree-based)		2.212831851680142	8.27960821509757
53	real	0.599013734826015	1.37280305845909	8.800632686672289
53	CNN-CBLV (predict huge trees, subtree-based)		1.386774069694387	8.740914762942149
53	FFNN-SS (predict huge trees, subtree-based)		1.3772847936559651	8.771451772877999
53	FFNN-SS (predict huge trees, trained on large trees)		2.3555908	13.151502263647302
53	CNN-CBLV (predict large trees, trained on large trees)		1.2875147	8.27479214501477
54	CNN-CBLV (predict large trees, trained on large trees)		1.0975618	8.99750908906362
54	real	0.028678307799949	1.09615181189916	9.39341898806131
54	CNN-CBLV (predict huge trees, subtree-based)		1.0987948167448804	8.808614592426359
54	FFNN-SS (predict huge trees, subtree-based)		1.1034425077409065	9.462551317722609
54	FFNN-SS (predict huge trees, trained on large trees)		2.738762	20.3633776497666
55	real	0.719745465462327	2.59392116969895	8.5798349041821
55	FFNN-SS (predict huge trees, subtree-based)		2.616290071810752	8.587985575796369
55	CNN-CBLV (predict huge trees, subtree-based)		2.6109737476959105	8.560389000698036
55	FFNN-SS (predict huge trees, trained on large trees)		1.8434154999999999	14.4532858954981
55	CNN-CBLV (predict large trees, trained on large trees)		2.841944	9.43782413531648
56	CNN-CBLV (predict large trees, trained on large trees)		1.138783	1.77137387288156
56	FFNN-SS (predict huge trees, trained on large trees)		1.988521	2.4933713272216202
56	CNN-CBLV (predict huge trees, subtree-based)		1.2907508092834241	1.9663499979221868
56	real	0.709755379395745	1.31607217179727	2.03490504106304
56	FFNN-SS (predict huge trees, subtree-based)		1.274844840489324	1.9786155528485447
57	FFNN-SS (predict huge trees, subtree-based)		4.004055214557232	7.583356661178044
57	CNN-CBLV (predict large trees, trained on large trees)		3.9426837	7.4857657499562
57	FFNN-SS (predict huge trees, trained on large trees)		6.4022293	12.897705501798802
57	real	0.315708146347286	4.0760721702964	7.68653722298815
57	CNN-CBLV (predict huge trees, subtree-based)		3.9665109559240905	7.548079990885007
58	real	0.058393576174147	1.5271300124978602	3.81093888729577
58	FFNN-SS (predict huge trees, subtree-based)		1.4951124955712225	3.6883003734883415
58	CNN-CBLV (predict large trees, trained on large trees)		1.4891701000000002	3.7416743763565403
58	FFNN-SS (predict huge trees, trained on large trees)		2.3140955	19.9488151806053
58	CNN-CBLV (predict huge trees, subtree-based)		1.5005846293214151	3.6639957403880414
59	FFNN-SS (predict huge trees, subtree-based)		1.8709219930030891	4.387367168576669
59	real	0.659415506842797	1.83134238849143	4.334857267957701
59	CNN-CBLV (predict large trees, trained on large trees)		1.7460606	4.11155004292402
59	FFNN-SS (predict huge trees, trained on large trees)		1.6786343000000001	5.983552171071611
59	CNN-CBLV (predict huge trees, subtree-based)		1.894131837363204	4.408287637599654
60	CNN-CBLV (predict large trees, trained on large trees)		3.8866737000000002	4.220078911854859
60	real	0.656311148277083	3.5157229266478995	4.10240917998636
60	FFNN-SS (predict huge trees, subtree-based)		3.4767087890493737	4.096897182859148
60	FFNN-SS (predict huge trees, trained on large trees)		4.565536	6.74016357755235
60	CNN-CBLV (predict huge trees, subtree-based)		3.469297395506568	4.1032232945382345
61	FFNN-SS (predict huge trees, subtree-based)		4.288293484881258	8.267968570275606
61	CNN-CBLV (predict large trees, trained on large trees)		3.9816527	8.03700231568211
61	FFNN-SS (predict huge trees, trained on large trees)		5.072071	34.4390585295314
61	real	0.034384591727998	4.49283002112076	8.85799210669613
61	CNN-CBLV (predict huge trees, subtree-based)		4.308903044567053	8.519831622796238
62	CNN-CBLV (predict large trees, trained on large trees)		2.8591	5.12893644675939
62	FFNN-SS (predict huge trees, trained on large trees)		3.8536062000000006	10.1108805175898
62	CNN-CBLV (predict huge trees, subtree-based)		2.8953317011349955	4.964378502789665
62	real	0.5925939063243211	2.8721549913822697	4.94869317734733
62	FFNN-SS (predict huge trees, subtree-based)		2.9120467028258634	4.981750366439268
63	real	0.562108207434283	4.13216514162883	6.212005918964441
63	CNN-CBLV (predict huge trees, subtree-based)		4.116566584302043	6.2552172209533845
63	CNN-CBLV (predict large trees, trained on large trees)		4.57602	6.55635149285921
63	FFNN-SS (predict huge trees, trained on large trees)		6.226968299999999	9.367326175656538
63	FFNN-SS (predict huge trees, subtree-based)		4.147819203703092	6.273354605799715
64	real	0.030128264459099	3.9216077969367498	4.760450825988941
64	CNN-CBLV (predict large trees, trained on large trees)		3.8358412000000004	4.4513898496046505
64	FFNN-SS (predict huge trees, trained on large trees)		4.78739	16.701843154175197
64	FFNN-SS (predict huge trees, subtree-based)		3.8919700382957383	4.611024248931144
64	CNN-CBLV (predict huge trees, subtree-based)		3.861577817371913	4.7078060361128005
65	FFNN-SS (predict huge trees, subtree-based)		3.0228760370697043	7.875271415692576
65	real	0.85702793812619	3.13974607941654	8.17948037341495
65	FFNN-SS (predict huge trees, trained on large trees)		2.4633765	9.76987647402459
65	CNN-CBLV (predict large trees, trained on large trees)		2.8153758	7.6318812611655
65	CNN-CBLV (predict huge trees, subtree-based)		3.0757995747599467	7.949367036883799
66	CNN-CBLV (predict large trees, trained on large trees)		4.5941105	4.13277957372482
66	CNN-CBLV (predict huge trees, subtree-based)		4.429200398509142	4.121644110528087
66	FFNN-SS (predict huge trees, trained on large trees)		7.894228	8.31254430475532
66	FFNN-SS (predict huge trees, subtree-based)		4.479384440717931	4.113936981448799
66	real	0.309802141027658	4.7456756408728795	4.3458423265811605
67	CNN-CBLV (predict huge trees, subtree-based)		3.1410330913131936	9.42719573203795
67	FFNN-SS (predict huge trees, trained on large trees)		3.0468488	12.6155132700964
67	FFNN-SS (predict huge trees, subtree-based)		3.1691141499348503	9.481075142379236
67	CNN-CBLV (predict large trees, trained on large trees)		3.360203	9.553280302926359
67	real	0.712991955189732	3.1957156002522202	9.49929316096915
68	FFNN-SS (predict huge trees, trained on large trees)		3.6693354	4.67554085196707
68	FFNN-SS (predict huge trees, subtree-based)		3.1781435129393185	3.0575916362967517
68	real	0.7632114424545251	3.19950935981341	3.0905914032177297
68	CNN-CBLV (predict large trees, trained on large trees)		3.1804912	2.9140831815427704
68	CNN-CBLV (predict huge trees, subtree-based)		3.1914403864491145	3.0643625128778336
69	real	0.694965717453596	4.48141696410608	1.73987824970582
69	CNN-CBLV (predict large trees, trained on large trees)		4.5352697	1.8122366934465801
69	FFNN-SS (predict huge trees, trained on large trees)		5.967753	2.34798405780067
69	CNN-CBLV (predict huge trees, subtree-based)		4.454315739236909	1.745279584248279
69	FFNN-SS (predict huge trees, subtree-based)		4.4540464290041335	1.7342827337322846
70	CNN-CBLV (predict large trees, trained on large trees)		2.9005197999999996	2.80216173936796
70	FFNN-SS (predict huge trees, trained on large trees)		5.0209875	6.66825959450779
70	FFNN-SS (predict huge trees, subtree-based)		3.0448256674098597	3.035245971204406
70	real	0.27588259756982797	2.91255517219599	2.92028798115583
70	CNN-CBLV (predict huge trees, subtree-based)		3.0055300321256464	3.0228414076508345
71	real	0.47652893310818106	4.694012890604331	5.65258160881333
71	FFNN-SS (predict huge trees, trained on large trees)		9.41875	10.059549188517
71	CNN-CBLV (predict huge trees, subtree-based)		4.435081716190707	5.376721742882488
71	CNN-CBLV (predict large trees, trained on large trees)		4.2627344	5.08838838429525
71	FFNN-SS (predict huge trees, subtree-based)		4.4710512725938445	5.370886561551328
72	FFNN-SS (predict huge trees, subtree-based)		4.172127626739198	5.073462302099445
72	FFNN-SS (predict huge trees, trained on large trees)		5.615012	7.126241367465509
72	CNN-CBLV (predict huge trees, subtree-based)		4.1309302729928765	5.067809193686053
72	real	0.579081092450435	4.378071893501439	5.259625095776871
72	CNN-CBLV (predict large trees, trained on large trees)		4.6023335	5.60745303380165
73	real	0.8522423453571061	1.58659566235451	9.94489233557182
