	type	p	R0	infectious period
7	CNN (subtrees)		3.004592327695144	8.971235842453806
7	CNN		2.9252307	9.00398401266076
7	FFNN (on small)		2.8049787999999998	8.66964675883076
7	real	0.894192736598828	2.4553488060590203	7.84267265729429
8	CNN		3.9283307	6.22577348424846
8	FFNN		3.842957	6.158036564789421
8	FFNN (subtrees)		4.105435555207663	6.493608481391183
8	real-subtrees	0.7425419161350458	3.2853732678734	5.368720855727121
8	real	0.7425419161350458	3.2853732678734	5.368720855727121
8	CNN (subtrees)		4.123500572902531	6.455780915041876
8	FFNN (on small)		3.5322473	5.7667290489315794
9	CNN		1.9811047	1.7671884925014298
9	CNN (subtrees)		1.977376266792937	1.70783096468532
9	real-subtrees	0.035152625079796	2.09651107868451	1.9531236378509096
9	real	0.035152625079796	2.09651107868451	1.9531236378509096
9	FFNN		1.9137205000000002	1.63602518527999
9	FFNN (on small)		1.9902593000000002	1.52246996359723
9	FFNN (subtrees)		2.0594052893298493	1.8127431815320796
10	CNN (subtrees)		4.090607768700217	7.230756932730353
10	real	0.085674551937519	4.6544535501597695	8.091749674660731
10	CNN		4.420039	7.7713977425881895
10	FFNN (subtrees)		4.12360060511959	7.232449280409626
10	real-subtrees	0.085674551937519	4.6544535501597695	8.091749674660731
10	FFNN		4.2748870000000005	7.42988729255518
10	FFNN (on small)		4.1886944999999995	7.262457930979981
11	CNN		2.9106400000000003	5.35214470842256
11	FFNN		2.777658	5.16327717698171
11	CNN (subtrees)		2.8356433304150896	5.261471482912699
11	FFNN (on small)		2.7321908	5.071902513445941
11	real	0.330380394322641	2.71538349821257	5.2481839332354285
11	real-subtrees	0.330380394322641	2.71538349821257	5.2481839332354285
11	FFNN (subtrees)		2.8595640405019123	5.2799923563003555
12	FFNN		2.618671	3.9700247980866403
12	FFNN (on small)		2.4585182999999997	3.79638046197576
12	real	0.283835707112732	3.00801185284366	4.2286713059046
12	real-subtrees	0.283835707112732	3.00801185284366	4.2286713059046
12	CNN		2.7034862	4.11269476986642
12	CNN (subtrees)		2.4782550270877666	3.749938902926089
12	FFNN (subtrees)		2.623715886073326	3.8732461843917614
13	FFNN (subtrees)		2.5292310679136816	2.7656098444070394
13	FFNN		2.4510531	2.70355296561618
13	CNN (subtrees)		2.490051066697533	2.740976735727111
13	CNN		2.4217925	2.71927335349879
13	FFNN (on small)		2.426726	2.68361754454903
13	real-subtrees	0.770280898065093	2.82341811177052	2.9836375136179503
13	real	0.770280898065093	2.82341811177052	2.9836375136179503
14	FFNN (subtrees)		2.8439793962532853	7.995073122571606
14	real-subtrees	0.277224428901651	3.1416901516015	8.88796491689968
14	CNN		2.9112052999999998	8.12683272633607
14	real	0.277224428901651	3.1416901516015	8.88796491689968
14	FFNN		2.8010025	7.87109643212065
14	FFNN (on small)		2.766853	7.6561001512435
14	CNN (subtrees)		2.7349512466164523	7.748201627755965
15	real-subtrees	0.724292616287037	2.90017511883097	5.13370738677708
15	CNN		3.9293911	6.2848312199950005
15	real	0.724292616287037	2.90017511883097	5.13370738677708
15	CNN (subtrees)		3.454028669923674	5.770205264528767
15	FFNN		3.5376038999999997	5.89676363463408
15	FFNN (on small)		3.5318077000000003	5.8663997516355195
15	FFNN (subtrees)		3.4356638198336134	5.786372846911568
16	FFNN (on small)		4.055828	8.679076496173
16	CNN		4.218672799999999	9.066280435425732
16	real	0.422165851865856	4.04023486700329	8.61952730006907
16	CNN (subtrees)		3.9448092928954535	8.628238492352622
16	FFNN		4.1750374	8.969676164383511
16	FFNN (subtrees)		3.9872293957642153	8.468442576272146
16	real-subtrees	0.422165851865856	4.04023486700329	8.61952730006907
17	FFNN (subtrees)		4.113851547241212	9.351144790649414
17	CNN		4.3934684	9.572283427266491
17	CNN (subtrees)		4.235816478729248	9.643412590026855
17	real-subtrees	0.5995157126876539	3.81185795053204	8.6375685660167
17	FFNN		3.9871397000000006	9.2097962679485
17	real	0.5995157126876539	3.81185795053204	8.6375685660167
17	FFNN (on small)		4.0082755	9.203228160623091
18	real-subtrees	0.02338126874754	4.23464373229614	4.03652577593332
18	real	0.02338126874754	4.23464373229614	4.03652577593332
18	FFNN (subtrees)		4.334222144711103	4.0136010156128075
18	FFNN		4.285410400000001	3.8343110898896198
18	CNN (subtrees)		4.127616802658931	3.9031290257525497
18	FFNN (on small)		4.0541453	3.1469164629834103
18	CNN		4.220064	3.9713571670878305
19	FFNN (subtrees)		3.98587703704834	8.736430168151855
19	FFNN		4.1920133	9.20542224283618
19	real	0.100919852550092	4.03874323222435	9.034788024231787
19	FFNN (on small)		4.0938354	8.98414000515096
19	CNN (subtrees)		3.832036256790161	9.098055839538574
19	CNN		3.944346	8.93976910846098
19	real-subtrees	0.100919852550092	4.03874323222435	9.034788024231787
20	FFNN		2.5793633	3.98793855444318
20	real-subtrees	0.896327762846888	2.8578838654817003	4.2138399249790695
20	CNN (subtrees)		2.6235042120959307	4.001679040290214
20	FFNN (subtrees)		2.6384237431191107	4.004058474463386
20	FFNN (on small)		2.5510759999999997	3.9100774548256805
20	real	0.896327762846888	2.8578838654817003	4.2138399249790695
20	CNN		2.5007327	3.9403666200265497
21	CNN		3.7969842000000003	3.21951970849607
21	FFNN (subtrees)		3.8379127347325706	3.303195463605674
21	CNN (subtrees)		3.5275871681879805	3.0842336143355773
21	FFNN (on small)		3.7465384	3.09531596843192
21	real-subtrees	0.025286056003945	4.16137128684039	3.66448714258367
21	real	0.025286056003945	4.16137128684039	3.66448714258367
21	FFNN		3.6165037000000004	3.0191890277453703
22	FFNN (on small)		1.7954147	5.24512556332063
22	real	0.34934239144273	1.6322776948360198	4.93586505177383
22	CNN		1.7962743000000003	5.4426516876841795
22	FFNN		1.8071152	5.39375629178969
22	FFNN (subtrees)		1.8183446381056023	5.508533729075356
22	real-subtrees	0.34934239144273	1.6322776948360198	4.93586505177383
22	CNN (subtrees)		1.8636385652982903	5.558382287653682
23	CNN (subtrees)		2.4648929966820607	2.041094051467048
23	real-subtrees	0.46819180008157	2.58055722874208	2.12115057891996
23	real	0.46819180008157	2.58055722874208	2.12115057891996
23	FFNN (on small)		2.1776647999999996	1.8739132091103101
23	CNN		2.1519747000000002	1.88842845553462
23	FFNN		2.2146506	1.91880881730686
23	FFNN (subtrees)		2.4382343557145862	2.0274094740549717
24	CNN (subtrees)		3.8806468901619455	8.496997480421983
24	FFNN (subtrees)		3.9051150330818105	8.482252280409492
24	FFNN		4.227308799999999	9.23176965146086
24	CNN		4.0047417	8.91668726129881
24	real	0.4490463198435429	3.96710710757098	9.2242079063191
24	real-subtrees	0.4490463198435429	3.96710710757098	9.2242079063191
24	FFNN (on small)		4.0738997	8.88171468591095
25	FFNN		1.4219258	3.6872140944621097
25	CNN		1.4674503	3.6975546271725
25	FFNN (on small)		1.386412	3.6333028606239504
25	CNN (subtrees)		1.574724197387695	3.77305269241333
25	real-subtrees	0.606129942099629	1.6766384822713798	4.0188721562711605
25	real	0.606129942099629	1.6766384822713798	4.0188721562711605
25	FFNN (subtrees)		1.3944052457809448	3.6328432559967037
26	CNN (subtrees)		3.4754741191864014	6.18138506560199
26	real	0.896669786783563	3.11210203160174	6.0008699028446
26	FFNN (subtrees)		3.4061219551570296	6.181879528855856
26	FFNN		3.5453358	6.3640071573079595
26	FFNN (on small)		3.4064937000000004	6.154725653110731
26	real-subtrees	0.896669786783563	3.11210203160174	6.0008699028446
26	CNN		3.4530013	6.32492651539513
27	FFNN		2.0112147	4.36839516452582
27	CNN		2.0343359	4.357717857753499
27	FFNN (on small)		1.9856191000000003	4.29394198329441
27	FFNN (subtrees)		2.055605214004764	4.450278285251851
27	CNN (subtrees)		2.1049345372949992	4.331038800643872
27	real	0.576818095823197	2.15941281293472	4.80800105395825
27	real-subtrees	0.576818095823197	2.15941281293472	4.80800105395825
28	CNN		1.1282546999999998	3.4318271937372202
28	real	0.28504832324619706	1.18723425824681	3.64929654953232
28	FFNN (subtrees)		1.1760378589533798	3.744226427752562
28	real-subtrees	0.28504832324619706	1.18723425824681	3.64929654953232
28	CNN (subtrees)		1.1892767805041689	3.764909992314348
28	FFNN (on small)		1.1870768	3.44416523310636
28	FFNN		1.1676189	3.6974583941516
29	real-subtrees	0.061580032956564015	1.31368884869009	4.17890301151514
29	CNN		1.2424883	3.69045706169402
29	FFNN		1.2377303999999998	3.74106223724936
29	CNN (subtrees)		1.240152387335749	3.6523684841571455
29	real	0.061580032956564015	1.31368884869009	4.17890301151514
29	FFNN (on small)		1.2300444	3.6245167688745403
29	FFNN (subtrees)		1.2301345497074694	3.662039480587043
30	CNN (subtrees)		2.316521423069511	5.952897176967831
30	FFNN (on small)		2.3381295	5.6916874690588095
30	real	0.7327236746184841	2.62861487930232	6.268100254640629
30	CNN		2.219818	5.60286804029881
30	FFNN		2.3599137999999997	5.81535223038457
30	real-subtrees	0.7327236746184841	2.62861487930232	6.268100254640629
30	FFNN (subtrees)		2.5035667851215266	6.087797318856548
31	CNN		2.5567892000000003	6.3906213417994
31	FFNN (on small)		2.3970279999999997	6.32345445347634
31	real	0.561534464496612	2.66412187436011	6.91953312444903
31	FFNN (subtrees)		2.457524894035026	6.407024063476144
31	FFNN		2.4508313999999998	6.395920706108449
31	CNN (subtrees)		2.347478455060149	6.144136317788737
31	real-subtrees	0.561534464496612	2.66412187436011	6.91953312444903
32	FFNN (on small)		1.8910528000000002	6.94788507375479
32	FFNN (subtrees)		1.9760785137498105	7.362807545551034
32	CNN (subtrees)		2.121436355765476	7.788111665914224
32	real-subtrees	0.930128429980846	2.12645704446856	7.2529691566459915
32	real	0.930128429980846	2.12645704446856	7.2529691566459915
32	FFNN		1.9578627	7.246411226443731
32	CNN		1.8741714	7.13100213006838
33	CNN (subtrees)		1.6177880108685785	4.0545871494883325
33	FFNN		1.5814424999999999	4.0082880634275195
33	real	0.26093136025416896	1.64294519670258	4.10028789356258
33	real-subtrees	0.26093136025416896	1.64294519670258	4.10028789356258
33	FFNN (subtrees)		1.5783989979417283	4.009903464528079
33	CNN		1.65422	4.08930957857787
33	FFNN (on small)		1.5908381	4.02114300309721
34	FFNN		1.8607278000000003	10.7415240971942
34	real-subtrees	0.7122368627725292	1.6072740677349198	9.743258526672
34	FFNN (subtrees)		1.9896965341365087	11.333198920716633
34	FFNN (on small)		1.8068668	10.5821420537052
34	CNN		1.9236879	10.882043972463698
34	real	0.7122368627725292	1.6072740677349198	9.743258526672
34	CNN (subtrees)		2.0181937024948446	11.301668475536589
35	CNN		3.1040878	1.9376230918835902
35	real	0.6963256593316228	2.89840332646245	1.90236312740343
35	FFNN (subtrees)		3.060896396636963	1.932584404945373
35	FFNN (on small)		2.9962542	1.8981390525261799
35	CNN (subtrees)		2.8801827430725098	1.901008129119873
35	FFNN		3.0299568	1.9089727248626798
35	real-subtrees	0.6963256593316228	2.89840332646245	1.90236312740343
36	FFNN (on small)		4.451905	9.571784456786641
36	real	0.5950193701821059	4.63695326824049	9.96299159236124
36	real-subtrees	0.5950193701821059	4.63695326824049	9.96299159236124
36	CNN		4.564618599999999	9.68399087927405
36	FFNN		4.4647326	9.58546142311819
36	CNN (subtrees)		4.225919977526798	9.172045360101716
36	FFNN (subtrees)		4.232828685056384	9.100242004216273
37	real	0.9884062423192628	2.8823543038636696	9.84374222422125
37	FFNN		2.6647859	9.211877769826039
37	FFNN (on small)		2.6091301	9.13279094072741
37	CNN (subtrees)		2.7409404298942075	9.365040600593453
37	FFNN (subtrees)		2.596925925738706	9.011161620981
37	CNN		2.7403972000000003	9.434908583168939
37	real-subtrees	0.9884062423192628	2.8823543038636696	9.84374222422125
38	CNN (subtrees)		2.020490071959042	8.661452543495024
38	FFNN (subtrees)		2.102177962789618	9.3048010641972
38	real	0.04400101102247	2.04017065552861	9.19913960211095
38	CNN		1.9894154	8.85824204155441
38	real-subtrees	0.04400101102247	2.04017065552861	9.19913960211095
38	FFNN (on small)		2.1651845	7.38046941016048
38	FFNN		2.0813818	9.235849539326882
39	FFNN (on small)		4.5997877	8.87823290213018
39	FFNN (subtrees)		4.4536033004742	8.522691878991282
39	real-subtrees	0.863561901391721	4.130469814479151	7.93967083466437
39	FFNN		4.6937226999999995	8.882230532140829
39	CNN		4.7149377	8.87813925978887
39	CNN (subtrees)		4.451836371597553	8.602370466002668
39	real	0.863561901391721	4.130469814479151	7.93967083466437
40	real	0.753474302096826	2.12202591602842	3.33218678931785
40	CNN		1.8277183000000001	2.87160365450027
40	real-subtrees	0.753474302096826	2.12202591602842	3.33218678931785
40	FFNN (on small)		1.8308214	2.8774513352258597
40	FFNN (subtrees)		2.092748529948885	3.1853343638162763
40	CNN (subtrees)		2.3371640720064675	3.385923984315661
40	FFNN		1.8351370999999999	2.88709062404965
41	CNN		1.1000556000000001	7.69384754068115
41	FFNN		1.106459	7.83581499778064
41	FFNN (on small)		1.094069	7.29587815335006
41	real-subtrees	0.06516126714282901	1.10806423481873	8.1662771234884
41	FFNN (subtrees)		1.095904118674142	7.615262253430425
41	CNN (subtrees)		1.0997601820498095	7.702010865114174
41	real	0.06516126714282901	1.10806423481873	8.1662771234884
42	CNN (subtrees)		2.4267238725736298	7.029596217627662
42	CNN		2.3258035	6.8122809791879595
42	FFNN (subtrees)		2.461924852676762	7.109041422316171
42	real	0.211997764519563	2.2562468981675496	6.24800167369021
42	FFNN (on small)		2.384255	6.85056142435016
42	FFNN		2.4264789	7.0104064664314105
42	real-subtrees	0.211997764519563	2.2562468981675496	6.24800167369021
43	real	0.479094450152141	4.9780394663245895	5.87064714896286
43	CNN (subtrees)		4.187224492892413	5.05262489050207
43	real-subtrees	0.479094450152141	4.9780394663245895	5.87064714896286
43	FFNN (on small)		4.608369000000001	5.40996888005591
43	FFNN		4.655606	5.48090348500387
43	CNN		4.594036599999999	5.4559912647226705
43	FFNN (subtrees)		4.245655915434932	4.994011833298375
44	CNN (subtrees)		4.3419305105678365	6.237759979044805
44	FFNN (subtrees)		4.4128379899947365	6.373887169556539
44	CNN		4.585878	6.5622396915889505
44	FFNN (on small)		4.552685299999999	6.62372419423738
44	FFNN		4.53408	6.60210886792491
44	real	0.173289765135291	4.00145497590047	5.9538553367194815
44	real-subtrees	0.173289765135291	4.00145497590047	5.9538553367194815
45	real-subtrees	0.081986555226558	3.98201582338503	1.51143362830195
45	CNN		4.361251	1.57614799479508
45	FFNN (on small)		3.8734434	1.3142433517087
45	real	0.081986555226558	3.98201582338503	1.51143362830195
45	FFNN (subtrees)		4.212982760164843	1.5014846841772118
45	CNN (subtrees)		4.176693765711395	1.5031259348898225
45	FFNN		4.291434	1.55503557916507
46	real-subtrees	0.072078619664074	2.57869919360427	9.89757238075924
46	FFNN		2.5482192	9.63796555794191
46	FFNN (subtrees)		2.677998928030915	10.061263736042461
46	CNN		2.5649047	9.721112741808199
46	real	0.072078619664074	2.57869919360427	9.89757238075924
46	CNN (subtrees)		2.4804645248871746	9.547686747441896
46	FFNN (on small)		2.5856357000000005	9.39511133219526
47	FFNN (subtrees)		2.0630354826853154	3.1776204860373722
47	FFNN		1.8925761000000003	2.8398086319491203
47	real-subtrees	0.053541740290251	1.9124012724232304	2.9342853233324
47	CNN (subtrees)		1.9393369955559296	3.0367515206881306
47	CNN		1.9160828999999997	2.94753521483019
47	real	0.053541740290251	1.9124012724232304	2.9342853233324
47	FFNN (on small)		1.9596081000000003	2.32968345317817
48	CNN		1.473057	4.26918642979299
48	FFNN (on small)		1.415509	4.22320126914488
48	FFNN (subtrees)		1.4307655004354622	4.242075461607713
48	real	0.13028615623280498	1.35178586688547	4.1329878544006
48	CNN (subtrees)		1.467410284739274	4.265052685370812
48	FFNN		1.4388646	4.27986929378335
48	real-subtrees	0.13028615623280498	1.35178586688547	4.1329878544006
49	FFNN (subtrees)		3.2540637626734843	4.5722427829794565
49	FFNN (on small)		2.7361526	4.01791751120194
49	CNN (subtrees)		3.2453433098717004	4.547795277793206
49	FFNN		2.983006	4.27226065180219
49	real	0.668530048727303	3.00960098167794	4.29309911441693
49	CNN		2.7967196	4.11840017895828
49	real-subtrees	0.668530048727303	3.00960098167794	4.29309911441693
50	real	0.980302409111056	4.8569023922312695	2.8300087827524303
50	CNN (subtrees)		4.199273900907548	2.6833063481283967
50	CNN		4.4095016	2.727786154324
50	real-subtrees	0.980302409111056	4.8569023922312695	2.8300087827524303
50	FFNN (on small)		4.271357	2.74024160905976
50	FFNN		4.32651	2.7375011981222896
50	FFNN (subtrees)		4.281949359862532	2.7178963657285347
51	real-subtrees	0.4570865142535761	3.36348356989246	8.118682583744759
51	FFNN (on small)		3.9268730000000005	9.13701991885254
51	FFNN		4.025644000000001	9.415639342762038
51	real	0.4570865142535761	3.36348356989246	8.118682583744759
51	FFNN (subtrees)		4.001536422664836	9.24691541639425
51	CNN (subtrees)		3.8783305410611435	9.231759540105275
51	CNN		3.972815	9.383013282253302
52	CNN (subtrees)		2.3600525797045275	8.55433494547652
52	CNN		2.318187	8.29776997525933
52	FFNN (subtrees)		2.4663283580604802	8.788322986225356
52	real	0.771917657113499	2.18727273923006	8.18802851609361
52	real-subtrees	0.771917657113499	2.18727273923006	8.18802851609361
52	FFNN		2.3790287999999995	8.533030123736111
52	FFNN (on small)		2.3457024	8.39511196658588
53	CNN (subtrees)		1.2682570219039917	7.216672420501709
53	real	0.599013734826015	1.37280305845909	8.800632686672289
53	FFNN (subtrees)		1.2392938137054443	7.540762901306152
53	real-subtrees	0.599013734826015	1.37280305845909	8.800632686672289
53	FFNN (on small)		1.2265319	7.91746911426126
53	CNN		1.2759128	8.15765437933279
53	FFNN		1.2457823000000001	8.11879195503543
54	FFNN (subtrees)		1.0815386772155762	8.944186210632324
54	CNN		1.0998118000000001	9.713146853652301
54	FFNN		1.0999649	9.632314498330631
54	CNN (subtrees)		1.1029729843139648	10.008708953857422
54	real-subtrees	0.028678307799949	1.09615181189916	9.39341898806131
54	real	0.028678307799949	1.09615181189916	9.39341898806131
54	FFNN (on small)		1.083	8.54800730294379
55	CNN		2.87969	9.51168328160243
55	real	0.719745465462327	2.59392116969895	8.5798349041821
55	FFNN		2.808928	9.39945936287892
55	real-subtrees	0.719745465462327	2.59392116969895	8.5798349041821
55	CNN (subtrees)		3.364688007889322	10.525250593271222
55	FFNN (subtrees)		3.467771620073945	10.88359760495618
55	FFNN (on small)		2.741134	9.12428505522902
56	FFNN (subtrees)		1.1454774396364078	1.8175185198007628
56	real-subtrees	0.709755379395745	1.31607217179727	2.03490504106304
56	FFNN		1.135623	1.8004130556751998
56	CNN		1.1508702	1.8006406642173898
56	FFNN (on small)		1.1314096000000002	1.78875487905514
56	CNN (subtrees)		1.1510123119797817	1.8244947877041129
56	real	0.709755379395745	1.31607217179727	2.03490504106304
57	real	0.315708146347286	4.0760721702964	7.68653722298815
57	FFNN		3.799714	7.3015032289068404
57	FFNN (on small)		3.5895097000000002	7.00468085338444
57	real-subtrees	0.315708146347286	4.0760721702964	7.68653722298815
57	FFNN (subtrees)		4.030967247942106	7.588183189350398
57	CNN		4.0847135	7.76393073628466
57	CNN (subtrees)		4.057805270445152	7.694576797589577
58	real-subtrees	0.058393576174147	1.5271300124978602	3.81093888729577
58	real	0.058393576174147	1.5271300124978602	3.81093888729577
58	CNN		1.5498889999999999	3.97867775180416
58	FFNN (on small)		1.5135608	3.78281642533478
58	FFNN		1.5365001	3.9550397229955094
58	FFNN (subtrees)		1.5212429761886597	3.832574844360352
58	CNN (subtrees)		1.5491797924041748	3.7733147144317623
59	FFNN (subtrees)		1.8082791055198264	4.243007291734746
59	FFNN (on small)		1.7537098000000002	3.8788321883917796
59	FFNN		1.7595506	4.1389105855422095
59	CNN (subtrees)		1.8368949821565004	4.231809149801204
59	CNN		1.702394	4.04178693302401
59	real	0.659415506842797	1.83134238849143	4.334857267957701
59	real-subtrees	0.659415506842797	1.83134238849143	4.334857267957701
60	real	0.656311148277083	3.5157229266478995	4.10240917998636
60	CNN (subtrees)		4.07206392288208	4.375831127166748
60	FFNN		3.6655192000000003	4.0732980767208
60	CNN		4.0388336	4.33083106431535
60	FFNN (on small)		3.5772690000000003	4.026929984937141
60	FFNN (subtrees)		3.972669124603272	4.272487163543701
60	real-subtrees	0.656311148277083	3.5157229266478995	4.10240917998636
61	real	0.034384591727998	4.49283002112076	8.85799210669613
61	FFNN (on small)		3.7887475	6.82548735826754
61	real-subtrees	0.034384591727998	4.49283002112076	8.85799210669613
61	CNN (subtrees)		4.066748180514888	8.323913411090247
61	FFNN (subtrees)		4.272005061099404	8.633293985065661
61	FFNN		3.9444537000000004	7.7141362398379005
61	CNN		4.23244	8.598323105305258
62	CNN		3.0736125	5.34683700942092
62	FFNN		2.9085077999999998	5.18977192186509
62	real	0.5925939063243211	2.8721549913822697	4.94869317734733
62	CNN (subtrees)		3.0412832382113435	5.189582276898762
62	FFNN (subtrees)		3.0614888767863433	5.266531993067542
62	FFNN (on small)		2.8332752999999995	5.10536709109921
62	real-subtrees	0.5925939063243211	2.8721549913822697	4.94869317734733
63	FFNN (subtrees)		4.45915225982666	6.305357840855915
63	FFNN (on small)		4.4729543	6.42145760948231
63	real-subtrees	0.562108207434283	4.13216514162883	6.212005918964441
63	FFNN		4.578108	6.51735999358539
63	real	0.562108207434283	4.13216514162883	6.212005918964441
63	CNN (subtrees)		4.308614069620768	6.21340592543284
63	CNN		4.57126	6.48704176097106
64	CNN (subtrees)		3.5939784135137285	4.203859321773051
64	real	0.030128264459099	3.9216077969367498	4.760450825988941
64	real-subtrees	0.030128264459099	3.9216077969367498	4.760450825988941
64	CNN		3.8189900000000003	4.438624222754281
64	FFNN (on small)		3.893387	4.56599378996184
64	FFNN (subtrees)		3.852449956749167	4.550803241985185
64	FFNN		3.9040421999999997	4.5098832288147
65	FFNN (subtrees)		2.949462918114503	8.109000111894968
65	real	0.85702793812619	3.13974607941654	8.17948037341495
65	FFNN (on small)		2.6710577	7.413976092349941
65	CNN (subtrees)		3.0565455594242548	8.297409451985835
65	real-subtrees	0.85702793812619	3.13974607941654	8.17948037341495
65	FFNN		2.7847543	7.67007892217443
65	CNN		2.84444	7.796402477963969
66	CNN		4.637624	4.11012635145684
66	CNN (subtrees)		4.442026830590841	3.9935953276497984
66	real-subtrees	0.309802141027658	4.74567564087288	4.3458423265811605
66	FFNN (on small)		4.6820364	4.085539479112439
66	FFNN (subtrees)		4.496805276585576	3.947287096929709
66	real	0.309802141027658	4.74567564087288	4.3458423265811605
66	FFNN		4.638856400000001	4.08384623944428
67	CNN		3.6331275	10.0217521380384
67	real	0.712991955189732	3.19571560025222	9.49929316096915
67	FFNN (on small)		3.1851742	9.302052188321461
67	FFNN (subtrees)		3.4587866134289404	10.059113530328485
67	CNN (subtrees)		3.5501225892681654	10.16094497660427
67	FFNN		3.223919	9.43910654507801
67	real-subtrees	0.712991955189732	3.19571560025222	9.49929316096915
68	FFNN (on small)		3.106541	2.87671033433622
68	real	0.7632114424545251	3.19950935981341	3.0905914032177297
68	CNN		3.3650818	2.9942823707120403
68	CNN (subtrees)		3.3283198534674914	2.904116678647217
68	FFNN (subtrees)		3.415388860416003	2.966766428026519
68	real-subtrees	0.7632114424545251	3.19950935981341	3.0905914032177297
68	FFNN		3.197186	2.9076663956734596
69	real-subtrees	0.694965717453596	4.48141696410608	1.73987824970582
69	real	0.694965717453596	4.48141696410608	1.73987824970582
69	CNN (subtrees)		4.0981180438791736	1.6104666881289769
69	FFNN		4.4636629999999995	1.79316436796426
69	FFNN (on small)		4.402768	1.79514464574378
69	CNN		4.5382557	1.7938988482336
69	FFNN (subtrees)		4.140353497237073	1.634178543005974
70	real	0.275882597569828	2.91255517219599	2.92028798115583
70	FFNN		2.8875832999999997	2.7600164280872703
70	FFNN (on small)		2.839867	2.7094756693391098
70	CNN		2.875104	2.77262734212624
70	real-subtrees	0.275882597569828	2.91255517219599	2.92028798115583
70	FFNN (subtrees)		3.0591704451193023	2.846262814491753
70	CNN (subtrees)		3.0580660649171967	2.8876521033564893
71	real	0.476528933108181	4.694012890604331	5.65258160881333
71	CNN		4.3851943	5.07434174621553
71	FFNN (subtrees)		4.187422075271607	4.949132399559022
71	CNN (subtrees)		4.141229906082153	4.935504951477051
71	FFNN (on small)		4.227847	5.0187760597002695
71	FFNN		4.293891	5.087973567493231
71	real-subtrees	0.476528933108181	4.694012890604331	5.65258160881333
72	real	0.579081092450435	4.378071893501439	5.259625095776871
72	CNN (subtrees)		4.1328045797872015	5.113313578511333
72	FFNN		4.535749	5.51270016477182
72	FFNN (on small)		4.3741655	5.320755470213
72	CNN		4.638566	5.5894788897870304
72	FFNN (subtrees)		4.156335726413098	5.086846164032654
72	real-subtrees	0.579081092450435	4.378071893501439	5.259625095776871
73	FFNN (on small)		1.5293758999999998	9.664211718953108
73	FFNN		1.5266986	9.716604055460609
73	CNN (subtrees)		1.7359323884896527	10.387309361117444
73	real-subtrees	0.8522423453571061	1.58659566235451	9.94489233557182
73	real	0.8522423453571061	1.58659566235451	9.94489233557182
