	type	p	R_naught	infectious_period
13	FFNN-subtrees		2.451277732849121	2.6722736358642583
13	CNN		2.4217925	2.71927335349879
13	CNN-subtrees		2.4208457469940186	2.6465301513671875
13	BEAST2		2.498942903	2.7141062239999996
13	FFNN		2.4217925	2.71927335349879
13	real-subtrees	0.770280898065093	2.82341811177052	2.9836375136179503
13	real	0.770280898065093	2.82341811177052	2.9836375136179503
14	FFNN-subtrees		2.870988130569458	8.046195030212402
14	real-subtrees	0.277224428901651	3.1416901516015	8.88796491689968
14	BEAST2		2.829547053	7.91522281
14	real	0.277224428901651	3.1416901516015	8.88796491689968
14	CNN		2.9112052999999998	8.12683272633607
14	FFNN		2.9112052999999998	8.12683272633607
14	CNN-subtrees		2.739570617675781	7.7468605041503915
15	real-subtrees	0.724292616287037	2.90017511883097	5.13370738677708
15	BEAST2		3.551701975	5.912929182
15	real	0.724292616287037	2.90017511883097	5.13370738677708
15	CNN-subtrees		3.4547700881958012	5.770962715148926
15	CNN		3.9293911	6.2848312199950005
15	FFNN		3.9293911	6.2848312199950005
15	FFNN-subtrees		3.43612003326416	5.786765098571777
16	FFNN		4.218672799999999	9.066280435425732
16	BEAST2		4.028367308	8.736091031
16	real	0.422165851865856	4.04023486700329	8.61952730006907
16	CNN-subtrees		3.784107446670532	8.230015754699707
16	CNN		4.218672799999999	9.066280435425732
16	FFNN-subtrees		3.9360933303833012	8.439218521118164
16	real-subtrees	0.422165851865856	4.04023486700329	8.61952730006907
17	FFNN-subtrees		4.250466823577882	9.77784538269043
17	BEAST2		3.8246855810000002	8.922853039
17	CNN-subtrees		4.2992777824401855	9.867303848266602
17	real-subtrees	0.5995157126876539	3.81185795053204	8.6375685660167
17	CNN		4.3934684	9.572283427266491
17	real	0.5995157126876539	3.81185795053204	8.6375685660167
17	FFNN		4.3934684	9.572283427266491
18	real-subtrees	0.02338126874754	4.23464373229614	4.03652577593332
18	real	0.02338126874754	4.23464373229614	4.03652577593332
18	FFNN-subtrees		4.321345806121826	3.999512434005737
18	CNN		4.220064	3.9713571670878305
18	CNN-subtrees		4.11918306350708	3.882639646530152
18	FFNN		4.220064	3.9713571670878305
18	BEAST2		4.378883453	4.055778022
19	FFNN-subtrees		4.3483924865722665	9.583038330078123
19	CNN		3.944346	8.93976910846098
19	real	0.100919852550092	4.03874323222435	9.034788024231787
19	FFNN		3.944346	8.93976910846098
19	CNN-subtrees		4.377480030059815	9.791792869567873
19	BEAST2		3.907935043	8.70534841
19	real-subtrees	0.100919852550092	4.03874323222435	9.034788024231787
20	CNN		2.5007327	3.9403666200265497
20	real-subtrees	0.896327762846888	2.8578838654817003	4.2138399249790695
20	CNN-subtrees		2.6394996643066406	4.013319969177246
20	FFNN-subtrees		2.6533677577972408	4.015173435211182
20	FFNN		2.5007327	3.9403666200265497
20	real	0.896327762846888	2.8578838654817003	4.2138399249790695
20	BEAST2		2.6658916009999998	4.055338072
21	BEAST2		3.644602934	3.135676731
21	FFNN-subtrees		3.894538164138794	3.3389368057250977
21	CNN-subtrees		3.6077880859375	3.130234956741333
21	FFNN		3.7969842000000003	3.21951970849607
21	real-subtrees	0.025286056003945	4.16137128684039	3.66448714258367
21	real	0.025286056003945	4.16137128684039	3.66448714258367
21	CNN		3.7969842000000003	3.21951970849607
22	FFNN		1.7962743000000003	5.4426516876841795
22	real	0.34934239144273	1.6322776948360198	4.93586505177383
22	BEAST2		1.7984317719999998	5.402844932000001
22	CNN		1.7962743000000003	5.4426516876841795
22	FFNN-subtrees		1.742969036102295	5.406252861022949
22	real-subtrees	0.34934239144273	1.6322776948360198	4.93586505177383
22	CNN-subtrees		1.7846379280090332	5.434553623199463
23	CNN-subtrees		2.497913122177124	2.08158278465271
23	real-subtrees	0.46819180008157	2.58055722874208	2.12115057891996
23	real	0.46819180008157	2.58055722874208	2.12115057891996
23	FFNN		2.1519747000000002	1.88842845553462
23	BEAST2		2.23888063	1.9217316919999998
23	CNN		2.1519747000000002	1.88842845553462
23	FFNN-subtrees		2.480068683624268	2.0729994773864746
24	CNN-subtrees		3.8112056255340576	8.37944221496582
24	FFNN-subtrees		3.829561948776245	8.376819610595701
24	CNN		4.0047417	8.91668726129881
24	BEAST2		4.1521608080000005	9.070698993999999
24	real	0.4490463198435429	3.96710710757098	9.2242079063191
24	real-subtrees	0.4490463198435429	3.96710710757098	9.2242079063191
24	FFNN		4.0047417	8.91668726129881
25	CNN		1.4674503	3.6975546271725
25	BEAST2		1.46405751	3.758283922
25	FFNN		1.4674503	3.6975546271725
25	CNN-subtrees		1.574724197387695	3.77305269241333
25	real-subtrees	0.606129942099629	1.6766384822713798	4.0188721562711605
25	real	0.606129942099629	1.6766384822713798	4.0188721562711605
25	FFNN-subtrees		1.3944052457809448	3.6328432559967037
26	CNN-subtrees		3.5535659790039062	6.259634017944336
26	real	0.896669786783563	3.11210203160174	6.0008699028446
26	FFNN-subtrees		3.4841175079345703	6.261068820953369
26	CNN		3.4530013	6.32492651539513
26	FFNN		3.4530013	6.32492651539513
26	real-subtrees	0.896669786783563	3.11210203160174	6.0008699028446
26	BEAST2		3.6048285000000004	6.400615133
27	CNN		2.0343359	4.357717857753499
27	BEAST2		2.015579953	4.39586182
27	FFNN		2.0343359	4.357717857753499
27	FFNN-subtrees		1.9985334873199463	4.335777759552002
27	CNN-subtrees		2.0191988945007324	4.310056686401366
27	real	0.576818095823197	2.15941281293472	4.80800105395825
27	real-subtrees	0.576818095823197	2.15941281293472	4.80800105395825
28	BEAST2		1.1754311579999999	3.68318807
28	real	0.28504832324619706	1.18723425824681	3.64929654953232
28	FFNN-subtrees		1.1876773834228516	3.768134355545044
28	real-subtrees	0.28504832324619706	1.18723425824681	3.64929654953232
28	CNN-subtrees		1.2106947898864746	3.821150779724121
28	FFNN		1.1282546999999998	3.4318271937372202
28	CNN		1.1282546999999998	3.4318271937372202
29	real-subtrees	0.061580032956564015	1.31368884869009	4.17890301151514
29	BEAST2		1.228855748	3.7010684389999997
29	CNN		1.2424883	3.69045706169402
29	CNN-subtrees		1.239299774169922	3.6714162826538086
29	real	0.061580032956564015	1.31368884869009	4.17890301151514
29	FFNN		1.2424883	3.69045706169402
29	FFNN-subtrees		1.2321914434432983	3.6881618499755864
30	CNN-subtrees		2.3948774337768555	6.309313774108888
30	FFNN		2.219818	5.60286804029881
30	real	0.7327236746184841	2.62861487930232	6.268100254640629
30	BEAST2		2.424635054	5.875846113
30	CNN		2.219818	5.60286804029881
30	real-subtrees	0.7327236746184841	2.62861487930232	6.268100254640629
30	FFNN-subtrees		2.5679945945739746	6.447043895721436
31	BEAST2		2.442883427	6.3467510560000004
31	FFNN		2.5567892000000003	6.3906213417994
31	real	0.561534464496612	2.66412187436011	6.91953312444903
31	FFNN-subtrees		2.520134449005127	6.515549182891847
31	CNN		2.5567892000000003	6.3906213417994
31	CNN-subtrees		2.3920645713806152	6.222155570983888
31	real-subtrees	0.561534464496612	2.66412187436011	6.91953312444903
32	FFNN		1.8741714	7.13100213006838
32	FFNN-subtrees		2.0928390026092534	7.71399450302124
32	CNN-subtrees		2.1349308490753174	7.846686363220215
32	real-subtrees	0.930128429980846	2.12645704446856	7.2529691566459915
32	real	0.930128429980846	2.12645704446856	7.2529691566459915
32	CNN		1.8741714	7.13100213006838
32	BEAST2		1.957033526	7.273121449
33	CNN-subtrees		1.617067813873291	4.0515661239624015
33	CNN		1.65422	4.08930957857787
33	real	0.26093136025416896	1.64294519670258	4.10028789356258
33	real-subtrees	0.26093136025416896	1.64294519670258	4.10028789356258
33	FFNN-subtrees		1.5778851509094238	4.006758213043213
33	BEAST2		1.576992352	4.0132335580000005
33	FFNN		1.65422	4.08930957857787
34	CNN		1.9236879	10.882043972463698
34	real-subtrees	0.7122368627725292	1.6072740677349198	9.743258526672
34	FFNN-subtrees		1.9602212905883791	11.078398704528807
34	FFNN		1.9236879	10.882043972463698
34	BEAST2		1.672966316	9.663866851
34	real	0.7122368627725292	1.6072740677349198	9.743258526672
34	CNN-subtrees		2.0007259845733643	11.104124069213867
35	BEAST2		3.019218159	1.906276246
35	real	0.6963256593316228	2.89840332646245	1.90236312740343
35	FFNN-subtrees		3.0199592113494877	1.940645456314087
35	FFNN		3.1040878	1.9376230918835902
35	CNN-subtrees		2.988264322280884	1.8726963996887207
35	CNN		3.1040878	1.9376230918835902
35	real-subtrees	0.6963256593316228	2.89840332646245	1.90236312740343
36	FFNN		4.564618599999999	9.68399087927405
36	real	0.5950193701821059	4.63695326824049	9.96299159236124
36	real-subtrees	0.5950193701821059	4.63695326824049	9.96299159236124
36	BEAST2		4.256492338	9.262378017
36	CNN		4.564618599999999	9.68399087927405
36	CNN-subtrees		4.121988773345946	9.057779312133787
36	FFNN-subtrees		4.123250484466554	9.011178970336914
37	real	0.9884062423192628	2.8823543038636696	9.84374222422125
37	CNN		2.7403972000000003	9.434908583168939
37	FFNN		2.7403972000000003	9.434908583168939
37	CNN-subtrees		2.830845594406128	9.422487258911133
37	FFNN-subtrees		2.6809895038604736	9.040233612060547
37	BEAST2		2.5781192490000002	8.91572316
37	real-subtrees	0.9884062423192628	2.8823543038636696	9.84374222422125
38	CNN-subtrees		2.244189500808716	10.275802612304688
38	FFNN-subtrees		2.2362661361694336	10.148116111755373
38	real	0.04400101102247	2.04017065552861	9.19913960211095
38	BEAST2		2.041880064	9.071434805
38	real-subtrees	0.04400101102247	2.04017065552861	9.19913960211095
38	FFNN		1.9894154	8.85824204155441
38	CNN		1.9894154	8.85824204155441
39	FFNN		4.7149377	8.87813925978887
39	FFNN-subtrees		4.364431858062743	8.433820724487305
39	real-subtrees	0.863561901391721	4.130469814479151	7.93967083466437
39	CNN		4.7149377	8.87813925978887
39	BEAST2		4.707906588999999	8.929514739
39	CNN-subtrees		4.3222174644470215	8.358172416687013
39	real	0.863561901391721	4.130469814479151	7.93967083466437
40	real	0.753474302096826	2.12202591602842	3.33218678931785
40	BEAST2		1.8824768769999998	2.9324768110000003
40	real-subtrees	0.753474302096826	2.12202591602842	3.33218678931785
40	FFNN		1.8277183000000001	2.87160365450027
40	FFNN-subtrees		1.9293354749679563	3.094193696975708
40	CNN-subtrees		2.108093500137329	3.229731798171997
40	CNN		1.8277183000000001	2.87160365450027
41	BEAST2		1.111593344	7.718021472999999
41	CNN		1.1000556000000001	7.69384754068115
41	FFNN		1.1000556000000001	7.69384754068115
41	real-subtrees	0.06516126714282901	1.10806423481873	8.1662771234884
41	FFNN-subtrees		1.0959913730621338	7.625794887542725
41	CNN-subtrees		1.0997583866119385	7.714118003845215
41	real	0.06516126714282901	1.10806423481873	8.1662771234884
42	CNN-subtrees		2.4068732261657715	6.8844852447509775
42	BEAST2		2.4016324630000003	6.947858622
42	FFNN-subtrees		2.432114124298096	6.9630961418151855
42	real	0.211997764519563	2.2562468981675496	6.24800167369021
42	FFNN		2.3258035	6.8122809791879595
42	CNN		2.3258035	6.8122809791879595
42	real-subtrees	0.211997764519563	2.2562468981675496	6.24800167369021
43	real	0.479094450152141	4.9780394663245895	5.87064714896286
43	CNN-subtrees		4.1576972007751465	5.052314758300781
43	real-subtrees	0.479094450152141	4.9780394663245895	5.87064714896286
43	FFNN		4.594036599999999	5.4559912647226705
43	CNN		4.594036599999999	5.4559912647226705
43	BEAST2		4.67287019	5.4939910020000005
43	FFNN-subtrees		4.222419261932373	5.007980823516847
44	CNN-subtrees		4.371050834655762	6.316046714782715
44	FFNN-subtrees		4.4208197593688965	6.443558692932129
44	BEAST2		4.528330544	6.598821534
44	FFNN		4.585878	6.5622396915889505
44	CNN		4.585878	6.5622396915889505
44	real	0.173289765135291	4.00145497590047	5.9538553367194815
44	real-subtrees	0.173289765135291	4.00145497590047	5.9538553367194815
45	real-subtrees	0.081986555226558	3.98201582338503	1.51143362830195
45	BEAST2		4.197866608	1.5490505719999998
45	FFNN		4.361251	1.57614799479508
45	real	0.081986555226558	3.98201582338503	1.51143362830195
45	FFNN-subtrees		4.055119037628174	1.4673514366149902
45	CNN-subtrees		4.0195746421813965	1.470690369606018
45	CNN		4.361251	1.57614799479508
46	real-subtrees	0.072078619664074	2.57869919360427	9.89757238075924
46	CNN		2.5649047	9.721112741808199
46	FFNN-subtrees		2.6664049625396733	10.15040683746338
46	BEAST2		2.436956593	9.217740082
46	real	0.072078619664074	2.57869919360427	9.89757238075924
46	CNN-subtrees		2.488000631332397	9.688063621520996
46	FFNN		2.5649047	9.721112741808199
47	FFNN-subtrees		2.0152482986450195	3.081636667251587
47	CNN		1.9160828999999997	2.94753521483019
47	real-subtrees	0.053541740290251	1.9124012724232304	2.9342853233324
47	CNN-subtrees		1.909914493560791	2.9584991931915283
47	BEAST2		1.91921381	2.917589066
47	real	0.053541740290251	1.9124012724232304	2.9342853233324
47	FFNN		1.9160828999999997	2.94753521483019
48	BEAST2		1.4406793390000001	4.237872251000001
48	FFNN		1.473057	4.26918642979299
48	FFNN-subtrees		1.4126253128051758	4.169036865234375
48	real	0.13028615623280498	1.35178586688547	4.1329878544006
48	CNN-subtrees		1.450920343399048	4.191585063934326
48	CNN		1.473057	4.26918642979299
48	real-subtrees	0.13028615623280498	1.35178586688547	4.1329878544006
49	FFNN-subtrees		3.1428778171539307	4.459281921386719
49	FFNN		2.7967196	4.11840017895828
49	CNN-subtrees		3.1416492462158203	4.4412760734558105
49	CNN		2.7967196	4.11840017895828
49	real	0.668530048727303	3.00960098167794	4.29309911441693
49	BEAST2		3.0226631360000003	4.302071036
49	real-subtrees	0.668530048727303	3.00960098167794	4.29309911441693
50	real	0.980302409111056	4.8569023922312695	2.8300087827524303
50	CNN-subtrees		4.222737312316895	2.720449209213257
50	BEAST2		4.373943288	2.766861951
50	real-subtrees	0.980302409111056	4.8569023922312695	2.8300087827524303
50	FFNN		4.4095016	2.727786154324
50	CNN		4.4095016	2.727786154324
50	FFNN-subtrees		4.299909114837647	2.754108667373657
51	real-subtrees	0.4570865142535761	3.36348356989246	8.118682583744759
51	FFNN		3.972815	9.383013282253302
51	CNN		3.972815	9.383013282253302
51	real	0.4570865142535761	3.36348356989246	8.118682583744759
51	FFNN-subtrees		3.9239537715911865	9.130207061767578
51	CNN-subtrees		3.796330451965332	9.119789123535156
51	BEAST2		3.8523259810000003	9.016059966
52	CNN-subtrees		2.4690263271331787	8.99699878692627
52	BEAST2		2.388616432	8.532502511
52	FFNN-subtrees		2.584645271301269	9.266947746276855
52	real	0.771917657113499	2.18727273923006	8.18802851609361
52	real-subtrees	0.771917657113499	2.18727273923006	8.18802851609361
52	CNN		2.318187	8.29776997525933
52	FFNN		2.318187	8.29776997525933
53	CNN-subtrees		1.2852861881256104	8.062441825866701
53	real	0.599013734826015	1.37280305845909	8.800632686672289
53	FFNN-subtrees		1.2668577432632446	7.8586931228637695
53	real-subtrees	0.599013734826015	1.37280305845909	8.800632686672289
53	FFNN		1.2759128	8.15765437933279
53	BEAST2		1.29392626	8.264096706
53	CNN		1.2759128	8.15765437933279
54	FFNN-subtrees		1.0744813680648804	8.431225776672362
54	BEAST2		1.098012931	9.34756041
54	CNN		1.0998118000000001	9.713146853652301
54	CNN-subtrees		1.0785720348358154	8.364110946655272
54	real-subtrees	0.028678307799949	1.09615181189916	9.39341898806131
54	real	0.028678307799949	1.09615181189916	9.39341898806131
54	FFNN		1.0998118000000001	9.713146853652301
55	BEAST2		2.7645526830000002	9.220193289
55	real	0.719745465462327	2.59392116969895	8.5798349041821
55	CNN		2.87969	9.51168328160243
55	real-subtrees	0.719745465462327	2.59392116969895	8.5798349041821
55	CNN-subtrees		3.4134953022003174	10.62548828125
55	FFNN-subtrees		3.5114421844482417	10.9775390625
55	FFNN		2.87969	9.51168328160243
56	FFNN-subtrees		1.19329035282135	1.933899164199829
56	real-subtrees	0.709755379395745	1.31607217179727	2.03490504106304
56	CNN		1.1508702	1.8006406642173898
56	BEAST2		1.208104977	1.853649705
56	FFNN		1.1508702	1.8006406642173898
56	CNN-subtrees		1.191440224647522	1.9286094903945925
56	real	0.709755379395745	1.31607217179727	2.03490504106304
57	real	0.315708146347286	4.0760721702964	7.68653722298815
57	CNN		4.0847135	7.76393073628466
57	FFNN		4.0847135	7.76393073628466
57	real-subtrees	0.315708146347286	4.0760721702964	7.68653722298815
57	FFNN-subtrees		4.071949481964111	7.63262128829956
57	BEAST2		3.862549158	7.363076086
57	CNN-subtrees		4.084258556365967	7.709137439727782
58	real-subtrees	0.058393576174147	1.5271300124978602	3.81093888729577
58	real	0.058393576174147	1.5271300124978602	3.81093888729577
58	BEAST2		1.530904562	3.808802625
58	FFNN		1.5498889999999999	3.97867775180416
58	CNN		1.5498889999999999	3.97867775180416
58	FFNN-subtrees		1.5466475486755369	3.851243019104004
58	CNN-subtrees		1.5371289253234863	3.867440223693848
59	FFNN-subtrees		1.8273075819015503	4.281988620758057
59	FFNN		1.702394	4.04178693302401
59	CNN		1.702394	4.04178693302401
59	CNN-subtrees		1.862398743629456	4.281189441680908
59	BEAST2		1.781154677	4.155909909
59	real	0.659415506842797	1.83134238849143	4.334857267957701
59	real-subtrees	0.659415506842797	1.83134238849143	4.334857267957701
60	real	0.656311148277083	3.5157229266478995	4.10240917998636
60	CNN-subtrees		3.9097201824188232	4.27388858795166
60	CNN		4.0388336	4.33083106431535
60	BEAST2		3.890599499	4.2149217530000005
60	FFNN		4.0388336	4.33083106431535
60	FFNN-subtrees		4.1280622482299805	4.462247371673584
60	real-subtrees	0.656311148277083	3.5157229266478995	4.10240917998636
61	real	0.034384591727998	4.49283002112076	8.85799210669613
61	FFNN		4.23244	8.598323105305258
61	real-subtrees	0.034384591727998	4.49283002112076	8.85799210669613
61	CNN-subtrees		4.3376407623291025	8.919057846069336
61	FFNN-subtrees		4.395063400268556	8.845209121704102
61	CNN		4.23244	8.598323105305258
61	BEAST2		3.991683174	7.981322059
62	BEAST2		2.9310560110000003	5.170107896
62	CNN		3.0736125	5.34683700942092
62	real	0.5925939063243211	2.8721549913822697	4.94869317734733
62	CNN-subtrees		3.2251207828521733	5.37921142578125
62	FFNN-subtrees		3.2067716121673584	5.4145121574401855
62	FFNN		3.0736125	5.34683700942092
62	real-subtrees	0.5925939063243211	2.8721549913822697	4.94869317734733
63	FFNN-subtrees		4.454638481140137	6.305379867553711
63	FFNN		4.57126	6.48704176097106
63	real-subtrees	0.562108207434283	4.13216514162883	6.212005918964441
63	CNN		4.57126	6.48704176097106
63	real	0.562108207434283	4.13216514162883	6.212005918964441
63	CNN-subtrees		4.305403709411621	6.207156181335449
63	BEAST2		4.587107512	6.532720785
64	CNN-subtrees		3.5911481380462646	4.080619812011719
64	real	0.030128264459099	3.9216077969367498	4.760450825988941
64	real-subtrees	0.030128264459099	3.9216077969367498	4.760450825988941
64	BEAST2		3.772065502	4.466555511
64	FFNN		3.8189900000000003	4.438624222754281
64	FFNN-subtrees		3.745429992675781	4.364524841308594
64	CNN		3.8189900000000003	4.438624222754281
65	FFNN-subtrees		2.902863025665283	8.142481803894043
65	real	0.85702793812619	3.13974607941654	8.17948037341495
65	FFNN		2.84444	7.796402477963969
65	CNN-subtrees		2.988032817840576	8.334547996520996
65	real-subtrees	0.85702793812619	3.13974607941654	8.17948037341495
65	CNN		2.84444	7.796402477963969
65	BEAST2		2.84673911	7.7466756210000005
66	BEAST2		4.601259272	4.071941973
66	CNN-subtrees		4.447050094604492	4.00656795501709
66	real-subtrees	0.309802141027658	4.74567564087288	4.3458423265811605
66	FFNN		4.637624	4.11012635145684
66	FFNN-subtrees		4.493278503417969	3.9610309600830083
66	real	0.309802141027658	4.74567564087288	4.3458423265811605
66	CNN		4.637624	4.11012635145684
67	BEAST2		3.130935327	9.18279317
67	real	0.712991955189732	3.19571560025222	9.49929316096915
67	FFNN		3.6331275	10.0217521380384
67	FFNN-subtrees		3.39516282081604	9.989048957824707
67	CNN-subtrees		3.493300676345825	10.050774574279783
67	CNN		3.6331275	10.0217521380384
67	real-subtrees	0.712991955189732	3.19571560025222	9.49929316096915
68	FFNN		3.3650818	2.9942823707120403
68	real	0.7632114424545251	3.19950935981341	3.0905914032177297
68	BEAST2		3.168331985	2.9046423710000004
68	CNN-subtrees		3.3284816741943364	2.875511646270752
68	FFNN-subtrees		3.394664764404297	2.9254400730133057
68	real-subtrees	0.7632114424545251	3.19950935981341	3.0905914032177297
68	CNN		3.3650818	2.9942823707120403
69	real-subtrees	0.694965717453596	4.48141696410608	1.73987824970582
69	real	0.694965717453596	4.48141696410608	1.73987824970582
69	CNN-subtrees		3.9638512134552	1.5863909721374512
69	CNN		4.5382557	1.7938988482336
69	FFNN		4.5382557	1.7938988482336
69	BEAST2		4.5082696669999995	1.800574779
69	FFNN-subtrees		4.014322757720946	1.6143299341201782
70	real	0.275882597569828	2.91255517219599	2.92028798115583
70	CNN		2.875104	2.77262734212624
70	FFNN		2.875104	2.77262734212624
70	BEAST2		2.9042954589999996	2.7739927460000002
70	real-subtrees	0.275882597569828	2.91255517219599	2.92028798115583
70	FFNN-subtrees		3.1043009757995605	2.8470892906188965
70	CNN-subtrees		3.091118812561035	2.853072166442871
71	real	0.476528933108181	4.694012890604331	5.65258160881333
71	BEAST2		4.376207321	5.122257332
71	FFNN-subtrees		4.205246448516847	4.9646644592285165
71	CNN-subtrees		4.161557197570802	4.953184127807617
71	FFNN		4.3851943	5.07434174621553
71	CNN		4.3851943	5.07434174621553
71	real-subtrees	0.476528933108181	4.694012890604331	5.65258160881333
72	real	0.579081092450435	4.378071893501439	5.259625095776871
72	CNN-subtrees		4.121241092681885	5.098200798034668
72	CNN		4.638566	5.5894788897870304
72	FFNN		4.638566	5.5894788897870304
72	BEAST2		4.532351493999999	5.49305126
72	FFNN-subtrees		4.14117956161499	5.0590548515319815
72	real-subtrees	0.579081092450435	4.378071893501439	5.259625095776871
73	FFNN		1.5661067	9.91997693790832
73	CNN		1.5661067	9.91997693790832
73	CNN-subtrees		1.6539711952209473	10.003043174743652
73	real-subtrees	0.8522423453571061	1.58659566235451	9.94489233557182
73	real	0.8522423453571061	1.58659566235451	9.94489233557182
73	FFNN-subtrees		1.4754637479782104	9.345524787902832
73	BEAST2		1.522388871	9.474098872
74	CNN		2.746714	3.4865899084973995
74	BEAST2		2.7010301739999996	3.387979793
74	FFNN-subtrees		2.5979573726654053	3.333489179611206
74	real	0.8361328835264841	2.91709464714117	3.61120243747262
74	real-subtrees	0.8361328835264841	2.91709464714117	3.61120243747262
74	FFNN		2.746714	3.4865899084973995
74	CNN-subtrees		2.5844221115112305	3.3216240406036377
75	real	0.6298635048645059	4.450936434885549	4.91919818680226
75	real-subtrees	0.6298635048645059	4.450936434885549	4.91919818680226
75	BEAST2		4.521876505	4.757611998
75	CNN		4.3101277	4.65353382257063
75	FFNN-subtrees		4.220384597778319	4.5008392333984375
75	FFNN		4.3101277	4.65353382257063
75	CNN-subtrees		4.179362773895264	4.4920077323913565
76	CNN-subtrees		3.6858184337615967	3.6097145080566406
76	real	0.8528793034986479	3.476948874424	3.77944436325511
76	FFNN-subtrees		3.6096155643463135	3.604748249053955
