	type	p	R0	infectious period	incubation time
5	FFNN (on large)		3.3768589999999996	6.36264817250384	10.9541581584084
5	real-subtrees	0.731024740502396	4.28227707168998	7.61732198648446	9.984782901811538
5	CNN (on large)		3.6920433	7.74076346604942	10.840801334119899
5	CNN		3.8322550000000004	7.110683317050481	10.3997900377861
5	FFNN		4.040794	6.02811160521989	12.804539285896098
5	real	0.731024740502396	4.28227707168998	7.61732198648446	9.984782901811538
6	real-subtrees	0.561555027327307	1.0971985807588198	7.49210437386543	27.729477519457504
6	CNN (on large)		1.1732323999999998	8.54423813255558	21.186390786102198
6	CNN		1.4406409	8.458177801612822	24.532985138637
6	FFNN (on large)		1.4108353999999999	6.54787699379627	24.564744986557397
6	FFNN		1.5689351999999999	7.504624150476661	27.471486213800898
6	real	0.561555027327307	1.0971985807588198	7.49210437386543	27.729477519457504
7	CNN (on large)		2.720911	6.6810075099859105	5.6432306860514805
7	real	0.36175561134527007	2.4248290937011	7.7140663020908296	4.57461756447988
7	FFNN		2.8351655	6.060682867781769	6.903168743964209
7	CNN		2.6786952	7.1379363411500405	4.99618760294855
7	FFNN (on large)		2.6654532000000004	6.038824671007191	6.26720859985456
7	real-subtrees	0.36175561134527007	2.4248290937011	7.7140663020908296	4.57461756447988
8	real-subtrees	0.866574599089953	1.38002738531115	8.01323404652995	36.0619038391594
8	real	0.866574599089953	1.38002738531115	8.01323404652995	36.0619038391594
8	FFNN		1.3316219999999999	11.167518295233801	30.937390709915
8	CNN (on large)		1.0238433	9.50032587227587	26.6251296415633
8	FFNN (on large)		1.2363328000000002	9.38624109287691	28.437366595246
8	CNN		1.3160112	9.07062068405457	31.7845013152938
9	CNN (on large)		4.179771	6.6225563878892695	16.4738256260636
9	real-subtrees	0.459932165206449	4.3002669737592205	6.17747732107959	21.401261786445602
9	FFNN		4.5199738	5.8112434841195295	19.060570527305
9	FFNN (on large)		4.455394	5.5513120318157005	19.8647143526161
9	CNN		4.3502083	5.99774131507905	18.6482563990098
9	real	0.459932165206449	4.3002669737592205	6.17747732107959	21.401261786445602
10	FFNN (on large)		3.3701892	7.058712673904441	27.229787089865898
10	FFNN		3.4099068999999997	7.305499314192059	27.5397847416574
10	real	0.24778049559503398	2.9002020553927004	5.95090421097532	27.1833622195218
10	real-subtrees	0.24778049559503398	2.9002020553927004	5.95090421097532	27.1833622195218
10	CNN (on large)		3.1836667000000003	7.03503564284178	26.922475787501398
10	CNN		2.9876647000000003	6.83462484721781	25.2838275768861
11	FFNN		4.620799	3.41095427154794	4.24048792577137
11	real	0.7690097241243922	4.9600203631105195	3.92037217274046	3.8517262937968098
11	real-subtrees	0.7690097241243922	4.9600203631105195	3.92037217274046	3.8517262937968098
11	CNN (on large)		4.6121807	3.53669568715656	4.0727938459031305
11	FFNN (on large)		4.574109	3.4782224850802406	4.0406003895867
11	CNN		4.2582949999999995	3.6192880601917006	3.7943741778205604
12	CNN (on large)		3.37644	6.07759865556481	24.398473422732398
12	real	0.031532329088692995	3.4748066517383	7.53812935097463	25.739937627211297
12	real-subtrees	0.031532329088692995	3.4748066517383	7.53812935097463	25.739937627211297
12	FFNN (on large)		2.4420290000000002	5.43818553162189	18.1541878487661
12	FFNN		3.064013	6.979654919782879	22.3903112705316
12	CNN		3.1427243	6.42536911097037	23.8209715302967
13	FFNN		2.2326188	1.48892943056741	5.29499008467659
13	real	0.100846707373101	2.0194018353619	1.4868902572801297	4.50560861672324
13	real-subtrees	0.100846707373101	2.0194018353619	1.4868902572801297	4.50560861672324
13	CNN (on large)		1.7810918999999998	1.2135616691979398	4.200546221108629
13	FFNN (on large)		1.8724167	1.30297295000764	4.428287465477861
13	CNN		2.0525327	1.45874672298975	4.90783195384426
14	CNN		1.61099	4.95184423600942	14.197852878989599
14	real	0.5634608450477829	1.40700381356713	4.59458003698449	12.6079470210267
14	FFNN (on large)		1.7168188000000002	5.72246867733307	13.472787682638302
14	FFNN		1.6782656000000002	5.6764288075561495	13.5331133848644
14	CNN (on large)		1.6012055	5.080818108758719	14.5750949929564
14	real-subtrees	0.5634608450477829	1.40700381356713	4.59458003698449	12.6079470210267
15	FFNN		1.8893788	2.22404520514484	2.4159272641712
15	real-subtrees	0.357951296543271	2.31734672557854	2.51747554282003	2.59503281354027
15	CNN		1.8141246	2.4673415832737797	1.94837821972381
15	real	0.357951296543271	2.31734672557854	2.51747554282003	2.59503281354027
15	CNN (on large)		1.7957058000000001	2.80742417104248	1.5335183493995
15	FFNN (on large)		1.8016058999999998	2.01761560009145	2.39732446833398
16	CNN (on large)		1.4067165000000001	5.52706782693087	3.2995226698174
16	CNN		1.9678745	6.19869367613166	3.60481201140212
16	FFNN		2.1576942999999997	7.210462876282071	3.10939880519243
16	real	0.7561527715759	1.91928881405392	6.492284439791121	3.4910901407032204
16	FFNN (on large)		2.0401254	7.09682093164149	2.88725867383673
16	real-subtrees	0.7561527715759	1.91928881405392	6.492284439791121	3.4910901407032204
17	real-subtrees	0.28251111569656107	2.64166456571142	6.35543401074301	4.47627906246402
17	CNN		2.8955367	5.666571658550629	4.79005053353622
17	real	0.28251111569656107	2.64166456571142	6.35543401074301	4.47627906246402
17	FFNN (on large)		2.928269	5.3845304191604	5.747731991367151
17	CNN (on large)		2.9600383999999997	5.2570623664163705	5.81522793403128
17	FFNN		3.0475512000000005	5.571240818792139	5.90616676571061
18	real-subtrees	0.311572441812599	3.18321022025803	9.06909977610999	23.7268076570302
18	CNN (on large)		2.5709496	7.2337184959263094	23.6003586996801
18	CNN		3.5025152999999998	8.086164835069379	27.315732488146402
18	FFNN (on large)		3.2144258	9.46947987775289	23.3694367902158
18	FFNN		3.4649038	9.899216310817009	24.285806836828197
18	real	0.311572441812599	3.18321022025803	9.06909977610999	23.7268076570302
19	real-subtrees	0.24007644554992602	1.25969899257185	6.66595119051761	6.20705736779186
19	CNN		1.0514883	6.4623611906510305	3.65383982031781
19	FFNN (on large)		1.0621301	6.81446985087229	3.3588668712000493
19	real	0.24007644554992602	1.25969899257185	6.66595119051761	6.20705736779186
19	FFNN		1.0517273	6.7890203576214505	3.1517769607731
19	CNN (on large)		1.0443914	5.0551108077769005	4.287875161963
20	real-subtrees	0.6892512002701641	2.2868097071077598	2.24897109337913	6.0657332736028895
20	CNN		2.5801580000000004	2.3421297378439503	6.18273183488415
20	CNN (on large)		3.161737	3.27070993175574	5.93920817621166
20	FFNN		2.5720737000000002	2.5159801676348503	6.056443626236071
20	FFNN (on large)		1.9709383000000003	2.78641519321311	3.9156342887707205
20	real	0.6892512002701641	2.2868097071077598	2.24897109337913	6.0657332736028895
21	FFNN		2.1247377	4.54113345021256	19.1028012321893
21	real	0.9601552702664201	2.02139750066191	5.19370335028553	16.802374165555197
21	CNN		1.9305694	4.52919160294466	18.076407876212897
21	CNN (on large)		1.0889106000000002	4.0971148692127	12.8666245327102
21	real-subtrees	0.9601552702664201	2.02139750066191	5.19370335028553	16.802374165555197
21	FFNN (on large)		2.0661445	4.4444072222677695	18.4373325252788
22	real	0.35699671785489795	3.93944943199641	2.691259637525	3.49876503515096
22	real-subtrees	0.35699671785489795	3.93944943199641	2.691259637525	3.49876503515096
22	CNN (on large)		4.0097375	2.10907410947132	4.9086860539177595
22	FFNN		4.179769	2.36048938914506	4.6885344159429
22	CNN		4.2880015	2.02357474695246	5.34372897877612
22	FFNN (on large)		4.057887	2.2842119749179397	4.61426009310276
23	real-subtrees	0.9079643554270419	2.05240832707296	3.13828230138619	12.155399463653
23	FFNN		1.9857723999999999	3.7585385862364	10.9394064646999
23	CNN (on large)		1.3857193	2.74691936767893	9.60284426394385
23	real	0.9079643554270419	2.05240832707296	3.13828230138619	12.155399463653
23	FFNN (on large)		1.9343057000000001	3.7903844032729	10.0977699166364
23	CNN		2.058097	3.3822515996051097	11.956782885116901
24	FFNN		2.3937206	6.37277880034698	12.0656438173352
24	real	0.484751412991855	2.38600436691261	7.125458827026219	12.3365690393576
24	CNN		2.4172506	6.965068102659941	10.6637312695626
24	real-subtrees	0.484751412991855	2.38600436691261	7.125458827026219	12.3365690393576
24	FFNN (on large)		2.215821	6.35371402355074	10.8772518059124
24	CNN (on large)		1.5876086	5.632751693589309	9.3492102541724
25	CNN		2.3888235	3.99035712648081	17.3221944530086
25	FFNN (on large)		2.2683253	4.0425435300672	16.1458760111344
25	real	0.311908826720258	1.95322375619566	3.5126144888457103	16.5926880107036
25	CNN (on large)		2.2265606	3.97537577891252	16.779266336071597
25	FFNN		2.6351075	4.492152843925299	18.062727999245897
25	real-subtrees	0.311908826720258	1.95322375619566	3.5126144888457103	16.5926880107036
26	CNN		4.0794635	8.47504252653572	26.4300726268534
26	real	0.542747732098575	4.68179268728742	9.893255182138288	28.3588259976672
26	CNN (on large)		4.3140903	8.247286319278281	28.2930569197864
26	real-subtrees	0.542747732098575	4.68179268728742	9.893255182138288	28.3588259976672
26	FFNN		4.2420919999999995	8.269248784332781	27.227598155862196
26	FFNN (on large)		4.206201999999999	8.41762015698535	26.0610790614641
27	CNN		3.8935894999999996	7.73751894027225	18.8405686453546
27	CNN (on large)		1.2486341	4.47078488334484	11.8880100058866
27	FFNN		4.049716	7.23232130817108	21.8129637460479
27	real-subtrees	0.6475420377893361	4.24661266384407	8.97377270729851	19.8622032977192
27	FFNN (on large)		3.331089	7.5086891952579995	17.503167145117
27	real	0.6475420377893361	4.24661266384407	8.97377270729851	19.8622032977192
28	real-subtrees	0.45637171310124003	2.59702283562825	7.04502041513443	13.293362109658101
28	CNN		1.9375372	6.2636040409114	9.52505731948841
28	FFNN		2.0274148000000003	5.68175441212023	11.064781126444302
28	CNN (on large)		1.7799922	5.2227478271876695	10.507900115092
28	FFNN (on large)		1.9767546999999999	5.69614218427395	10.3714272661131
28	real	0.45637171310124003	2.59702283562825	7.04502041513443	13.293362109658101
29	FFNN		1.8361703	7.63122561473233	28.2715231741469
29	CNN		2.0611243000000004	7.19063025143872	30.490276262012802
29	real	0.714035320217065	2.29232497649431	7.968095195599389	38.8944564083256
29	real-subtrees	0.714035320217065	2.29232497649431	7.968095195599389	38.8944564083256
29	CNN (on large)		1.4310306000000002	6.53405783743129	26.1352758168389
29	FFNN (on large)		1.8129647	7.3709591637818095	27.562795463563102
30	CNN		2.0267196	2.7092130312752403	6.940978351304429
30	CNN (on large)		1.6776898999999998	2.09829463251511	6.54033277813951
30	FFNN (on large)		1.9291338	2.60609970629145	6.56001078205666
30	real-subtrees	0.185875792662188	3.04929192974707	3.53235929740486	13.4281771271508
30	real	0.185875792662188	3.04929192974707	3.53235929740486	13.4281771271508
30	FFNN		2.1372687999999997	2.6202381457799504	7.77298739234195
31	FFNN (on large)		2.5686755	3.02074781080003	5.94862203939696
31	real-subtrees	0.308542511209405	2.70452779067127	3.98173299357179	4.84768517670402
31	CNN		2.7152174	2.55226943017421	7.342611251054749
31	real	0.308542511209405	2.70452779067127	3.98173299357179	4.84768517670402
31	FFNN		2.5983481	3.03696847865225	6.13959522346915
31	CNN (on large)		2.5771759	2.60315356428705	7.13078036266911
32	real	0.371590735902791	3.3327679692716496	6.194550561005861	30.2800959390379
32	CNN		2.8499362	6.90644964744841	22.369395702175797
32	real-subtrees	0.371590735902791	3.3327679692716496	6.194550561005861	30.2800959390379
32	FFNN		2.9860458	6.20443255812322	24.644387634650997
32	CNN (on large)		2.3584970000000003	6.800719799899911	18.654162366038697
32	FFNN (on large)		2.9527586	6.09606636841672	24.0804429473636
33	CNN (on large)		1.1458743	0.762875141871516	1.76067902038078
33	FFNN		1.451571	1.0331145472185301	1.62309005315601
33	FFNN (on large)		1.4623176000000002	1.08744000028134	1.5478789907103703
33	real	0.8244744364424319	1.35416740828296	1.38279008032498	1.3088593052813702
33	real-subtrees	0.8244744364424319	1.35416740828296	1.38279008032498	1.3088593052813702
33	CNN		1.3351691	0.887061998523159	1.79897456633533
34	FFNN		3.473184	6.4332282981349405	25.6313634742137
34	real-subtrees	0.783162549559048	3.0899482095018502	6.49825586990006	21.2104473934128
34	real	0.783162549559048	3.0899482095018502	6.49825586990006	21.2104473934128
34	CNN		3.253575	6.45374949065498	25.503661881525503
34	FFNN (on large)		3.468872	6.211796008646151	25.7593168201483
34	CNN (on large)		3.1470882999999996	6.521029237950209	25.143524865134896
35	CNN		2.7464557000000003	3.76012023253918	15.3996998290622
35	real-subtrees	0.284365538553856	2.84900736978841	3.7267911405157	14.1885998683281
35	FFNN (on large)		2.5087657	3.48089480762882	14.087780761620001
35	CNN (on large)		1.3700954	2.73358228400441	9.59842503878071
35	FFNN		2.7427479999999997	3.90828542454768	15.0639644684029
35	real	0.284365538553856	2.84900736978841	3.7267911405157	14.1885998683281
36	real-subtrees	0.38960595131147796	2.9038866257569302	3.2834151107183303	14.721774546317501
36	CNN (on large)		2.5412884	4.10133430854981	13.7727713364518
36	FFNN (on large)		2.836922	4.293296217932911	13.7588914019839
36	real	0.38960595131147796	2.9038866257569302	3.2834151107183303	14.721774546317501
36	FFNN		2.8472847999999997	4.33911013884309	13.8635713727632
36	CNN		2.8116790000000003	4.03017058948612	15.019952106164
37	CNN		2.5235364	6.54021175513238	5.71388456422671
37	FFNN		2.83922	5.76291281308207	7.80916152329968
37	real-subtrees	0.62167511815247	3.37300171405756	8.25020001754034	6.1643452084262
37	FFNN (on large)		2.7209592000000002	5.71865859022349	7.410110910466981
37	CNN (on large)		1.8464078999999998	6.28784057637954	4.788827188087629
37	real	0.62167511815247	3.37300171405756	8.25020001754034	6.1643452084262
38	FFNN		3.8005452000000006	9.97607067887006	31.1651192476052
38	real-subtrees	0.5352059019307039	2.7295504270962407	8.801459233198349	23.757939655641604
38	real	0.5352059019307039	2.7295504270962407	8.801459233198349	23.757939655641604
38	FFNN (on large)		3.7939762999999997	10.0077437844001	29.923445641483603
38	CNN (on large)		3.8190756	9.95660311913322	30.0564882518534
38	CNN		3.979685	9.90354644531136	32.313248934723894
39	real-subtrees	0.163844160756103	1.34139308847332	7.74985637786203	18.5984991495353
39	CNN		1.3736853999999998	6.033925910911191	18.8475511648745
39	FFNN (on large)		1.4161652	5.45061533762614	20.7812314482635
39	FFNN		1.4066054	5.58837660895731	20.008228738908397
39	CNN (on large)		1.3482982	6.20207141965047	18.696044884004
39	real	0.163844160756103	1.34139308847332	7.74985637786203	18.5984991495353
40	real	0.40124601820709793	3.83139552513924	8.39569067652409	5.5967084168067
40	FFNN		4.6101055	11.474451491921199	3.54102110379269
40	CNN		4.60693	11.6981323009721	3.40015693793513
40	CNN (on large)		4.5291276	11.681922410855998	3.52123085399649
40	real-subtrees	0.40124601820709793	3.83139552513924	8.39569067652409	5.5967084168067
40	FFNN (on large)		4.6391563	11.449431054087901	3.5357997143264903
41	real-subtrees	0.667972218787458	2.88155457876876	9.68757483806666	46.2828969905246
41	CNN		2.9248195	10.005218366707801	42.978632419055
41	CNN (on large)		1.9970951000000001	9.08030543689907	37.9104774587039
41	FFNN		2.9776206000000003	10.8394486079588	44.873868380794896
41	FFNN (on large)		2.883067	10.5708592534231	43.1387896119763
41	real	0.667972218787458	2.88155457876876	9.68757483806666	46.2828969905246
42	CNN (on large)		3.4340347999999996	2.1847783655049	8.21401361908481
42	real-subtrees	0.203109615009067	3.5194605500869702	2.01512633720641	8.358881245727
42	FFNN		3.5689792999999996	2.16502073254067	8.883596209573518
42	real	0.203109615009067	3.5194605500869702	2.01512633720641	8.358881245727
42	FFNN (on large)		3.550272	2.1566144421771396	8.63182626101705
42	CNN		3.4336512000000003	2.29791503054716	8.26552547300239
43	FFNN		3.247316	3.0474207200976604	10.674585933499099
43	real	0.827731663948455	3.63407542407721	3.1123084652295	12.901157987864401
43	FFNN (on large)		3.2851752999999997	2.9533553549678797	10.5963354464698
43	real-subtrees	0.827731663948455	3.63407542407721	3.1123084652295	12.901157987864401
43	CNN (on large)		2.8643115000000003	2.7751550664513	10.1951182123859
43	CNN		3.195423	2.72683259592502	11.4122407319782
44	CNN (on large)		2.391021	3.96869780771813	7.42146666594443
44	FFNN		2.5069447	3.4869822421292	9.08726833771824
44	real	0.976020381067997	2.77994811134857	4.995547973611719	7.5059266473951505
44	FFNN (on large)		2.511684	3.44525448363987	9.01531950908892
44	real-subtrees	0.976020381067997	2.77994811134857	4.995547973611719	7.5059266473951505
44	CNN		2.4540843999999997	4.06786338083785	7.192046581293809
45	real	0.941643258651019	3.87447525778208	8.78494761678219	28.485276603654498
45	CNN (on large)		4.392825	9.13123060357698	23.636139276300202
45	real-subtrees	0.941643258651019	3.87447525778208	8.78494761678219	28.485276603654498
45	FFNN (on large)		4.358534	7.482801102810219	28.0138506895705
45	FFNN		4.348744	7.7902776771230196	28.2104316658021
45	CNN		4.3667583	7.610312746481429	28.266005499335197
46	CNN		4.06743	7.43784772569672	13.4383551363553
46	CNN (on large)		4.0573034	7.78409751406735	11.914521794202699
46	FFNN (on large)		3.7817597000000003	7.171413636267429	12.7145109114785
46	real-subtrees	0.319524546215194	3.73432473689915	7.40028871029431	13.5265421761734
46	real	0.319524546215194	3.73432473689915	7.40028871029431	13.5265421761734
46	FFNN		3.9200778	7.17711344646217	13.6102942988879
47	CNN		2.2531734	3.2812030695098597	3.03008611161336
47	CNN (on large)		1.304705	2.22117983749989	2.63468960797282
47	FFNN		2.1244574000000003	2.8338233342597996	3.5947985250747205
47	real-subtrees	0.23536806462233398	1.7930622843125799	3.5092090876996402	2.4530384126260696
47	FFNN (on large)		1.8902233	2.89087584747778	2.86788124208414
47	real	0.23536806462233398	1.7930622843125799	3.5092090876996402	2.4530384126260696
48	CNN (on large)		1.3802508999999998	6.5516029958554896	13.029750330576501
48	CNN		1.4118085	11.8160421288448	5.66904940875224
48	FFNN (on large)		1.3154937	6.926175090516661	10.8715300436413
48	real-subtrees	0.39951386570641206	1.175730153716	8.83544221626413	10.887392675727101
48	real	0.39951386570641206	1.175730153716	8.83544221626413	10.887392675727101
48	FFNN		1.4009496000000001	8.860374491969859	9.64126051724167
49	real	0.38417179598280293	2.69464170689373	2.3631019854157502	3.5637642329506005
49	FFNN (on large)		2.7360077	1.9540155015274001	4.8543983764537195
49	real-subtrees	0.38417179598280293	2.69464170689373	2.3631019854157502	3.5637642329506005
49	CNN (on large)		2.4841627999999996	1.9557428809115702	4.75153150061642
49	CNN		2.8856718999999997	2.08919314170179	4.892753082175981
49	FFNN		2.9238305	1.9938109864903601	5.10912405253458
50	FFNN (on large)		3.3759577000000003	1.83571771526521	6.62189417392224
50	CNN		3.8650038	2.0770775495324902	6.69917188886293
50	CNN (on large)		3.5729752	2.7151057900603903	5.910514455996999
50	real	0.7639717856043079	3.49614542734112	2.00771276933961	8.646045716867809
50	real-subtrees	0.7639717856043079	3.49614542734112	2.00771276933961	8.646045716867809
50	FFNN		3.7984376	1.97232633155572	7.0607957553501794
51	real	0.9926004001449642	1.8884491165413702	9.24090576215514	7.724423468177
51	real-subtrees	0.9926004001449642	1.8884491165413702	9.24090576215514	7.724423468177
51	FFNN (on large)		1.427632	10.6757393031336	4.31659591959092
51	CNN		1.5483425	9.31003388240849	5.81199372367226
51	FFNN		1.45913	9.89626627834915	5.34158380106849
51	CNN (on large)		1.2621851999999998	6.95994943180899	7.77115564088314
52	real	0.689541002776472	4.29276719642086	9.18346569303337	34.4435702027816
52	real-subtrees	0.689541002776472	4.29276719642086	9.18346569303337	34.4435702027816
52	FFNN (on large)		3.8141599000000004	10.811066219688199	22.7641688070474
52	FFNN		3.8786774	10.895796603226199	22.862518918668602
52	CNN		3.7464937999999997	8.64482784951284	28.4212235148507
52	CNN (on large)		3.0455349999999997	8.150170949272571	25.9029931063313
53	CNN (on large)		1.1878716999999999	2.64285907394753	6.983759111827131
53	real	0.762952668331152	3.3808723551467996	3.9361506926394703	10.6726965742292
53	CNN		1.9919726999999998	3.1239525817293297	9.21672719331857
53	FFNN (on large)		1.8094528000000003	3.02670178475905	8.23319288650802
53	FFNN		2.1175919	3.39003995758636	9.35689363881964
53	real-subtrees	0.762952668331152	3.3808723551467996	3.9361506926394703	10.6726965742292
54	FFNN (on large)		1.2064323000000001	7.53527232256297	30.982837320598602
54	CNN (on large)		1.1236091000000001	9.18727084045354	31.271634919452897
54	real	0.491294872197216	1.19573734039133	9.69293791916175	31.6474122031069
54	FFNN		1.2515482	9.10417891416891	32.1198705735002
54	CNN		1.2116432	8.91363461661825	31.594895416550003
54	real-subtrees	0.491294872197216	1.19573734039133	9.69293791916175	31.6474122031069
55	real	0.660221299566924	2.56705566334468	4.9070235343582	3.33365418546516
55	FFNN (on large)		2.694641	5.19915834858195	3.15925141128817
55	FFNN		2.8201794999999996	5.25385490925885	3.34660633614811
55	CNN (on large)		2.6460485	5.8300802499350795	2.4946449257289998
55	real-subtrees	0.660221299566924	2.56705566334468	4.9070235343582	3.33365418546516
55	CNN		2.5552537	5.713486922543041	2.57334658192009
56	real	0.9204337446007571	4.60518655731483	8.50372622827882	6.504939294721759
56	CNN		4.4840746	9.976257650364632	5.384965135947139
56	FFNN		4.6629543	9.79814826114773	5.85087106970857
56	FFNN (on large)		4.70287	9.883652315972151	5.47226450273507
56	real-subtrees	0.9204337446007571	4.60518655731483	8.50372622827882	6.504939294721759
56	CNN (on large)		4.3214417	10.461185285956802	5.137885576080389
57	CNN (on large)		1.1503434	1.9915890514004901	4.5721121798277595
57	FFNN		1.2422316999999998	1.87350114609609	5.07023979203399
57	FFNN (on large)		1.2480603000000001	1.8125269053070199	4.90969919748105
57	CNN		1.1989002	1.9903081603580202	4.81232878751334
57	real-subtrees	0.9791319735159871	1.12865531840227	1.77491815642205	4.58852895924079
57	real	0.9791319735159871	1.12865531840227	1.77491815642205	4.58852895924079
58	CNN (on large)		2.110937	3.32608106824509	5.41526660664533
58	CNN		2.4367802000000003	3.2961924808186	6.175024574503139
58	real-subtrees	0.495123961458291	2.40911554960921	4.14127613571303	5.02549416384826
58	FFNN		2.501512	3.34470089122438	6.07827567842225
58	real	0.495123961458291	2.40911554960921	4.14127613571303	5.02549416384826
58	FFNN (on large)		2.4606232999999995	3.2938471483298395	6.049327529980661
59	FFNN (on large)		1.8141791	8.51917448999545	18.326582371936603
59	FFNN		2.1896023999999996	7.907374380687981	23.805651622804604
59	CNN		2.1650307	8.05225399347396	22.5478291597748
59	real	0.776638943638856	2.5236967590498702	9.47965789771632	21.196803525464603
59	real-subtrees	0.776638943638856	2.5236967590498702	9.47965789771632	21.196803525464603
59	CNN (on large)		1.1833274	6.5223536613490705	16.7302369889604
60	real-subtrees	0.394242969874581	4.0099327107707	7.2898701298620905	16.2818459887131
60	FFNN		3.7874537000000004	7.20912327215585	13.5804368152929
60	CNN (on large)		3.6935081	6.95742469838961	13.879144583009698
60	FFNN (on large)		3.7875400000000004	7.4881097053485295	12.7409081829632
60	CNN		4.1385245	6.59077937717566	15.6757480950456
60	real	0.394242969874581	4.0099327107707	7.2898701298620905	16.2818459887131
61	FFNN (on large)		3.969064	6.079786632842421	2.2590379755132797
61	CNN (on large)		4.241656	5.1112560659402195	2.9394049757184906
61	real	0.031956884405524	4.868674542794469	9.08318956741308	1.95805264438885
61	real-subtrees	0.031956884405524	4.868674542794469	9.08318956741308	1.95805264438885
61	FFNN		4.4128027	6.6594646950911605	2.34493167787253
61	CNN		4.480024	5.37096008250842	3.35448153889626
62	FFNN		3.620428	5.78862674880787	14.2717512331568
62	CNN (on large)		3.4568055	6.26427162700533	12.4160011654829
62	CNN		3.4690235	5.91680569322294	13.329188231971099
62	real-subtrees	0.24666333638476398	3.83611636389642	5.60880685244755	16.351792358798402
62	FFNN (on large)		3.5307477	5.602505805801481	13.6431030951729
62	real	0.24666333638476398	3.83611636389642	5.60880685244755	16.351792358798402
63	FFNN		3.600626	6.27034422201829	28.126152626712397
63	CNN (on large)		3.888576	6.32426238291496	28.5785382019558
63	CNN		3.737107	6.095674829850579	27.4758085008599
63	real-subtrees	0.259662723165962	3.0691749602044798	5.26937083732358	25.9117140119807
63	real	0.259662723165962	3.0691749602044798	5.26937083732358	25.9117140119807
63	FFNN (on large)		3.5408449999999996	6.05470203222683	27.1824902891143
64	FFNN		3.0915241	9.40727734795345	38.4610506688194
64	CNN		2.9457242000000003	8.67613500381591	36.8320818908869
64	real-subtrees	0.329860832241063	3.2932208049751495	9.50075349166271	46.202055707177
64	real	0.329860832241063	3.2932208049751495	9.50075349166271	46.202055707177
64	CNN (on large)		2.798567	8.86771818512541	36.9402851005609
64	FFNN (on large)		3.132879	9.26580306102936	37.384791623693104
65	FFNN (on large)		4.3055900000000005	8.1328991217419	9.19504610621607
65	real	0.997425593478812	4.41631862963093	8.869223749980529	8.76939397846103
65	CNN		4.335755000000001	7.9645363750491	9.1301491794071
65	real-subtrees	0.997425593478812	4.41631862963093	8.869223749980529	8.76939397846103
65	FFNN		4.3195014	8.27116456595576	9.20161406331522
65	CNN (on large)		4.370641	8.023926333136151	9.14711109013741
66	CNN		4.4824953	8.43237403266999	22.0805551198363
66	real-subtrees	0.323060992192192	4.88014818211287	9.93460312871687	22.5880659361881
66	FFNN (on large)		4.361308999999999	9.01266404090103	19.863166761255
66	CNN (on large)		4.243859	8.842265075323018	20.4350139755428
66	FFNN		4.4686484	9.43429435186202	19.083563644236
66	real	0.323060992192192	4.88014818211287	9.93460312871687	22.5880659361881
67	CNN		3.0150087	9.63943041683907	34.3242905048134
67	FFNN		3.1164007000000002	9.275531171907529	35.1088410224857
67	real-subtrees	0.11035970173444802	3.4656107878031004	8.976755196445401	42.60764859791121
67	real	0.11035970173444802	3.4656107878031004	8.976755196445401	42.60764859791121
67	FFNN (on large)		2.912626	8.50056507684762	31.4488551214083
67	CNN (on large)		2.4205437	7.968514408536151	28.552856872730498
68	FFNN		1.1054375	5.807604320711981	11.671072007263101
